timestamp_begin_ct,timestamp_end_ct,OKGE,MPS,INDN,WR,WFEC,LES,NPPD,SPS,SPRM,KCPL,WAUE,GRDA,OPPD,CSWS,EDE,SECI,KACY,System Total
2021-01-01 12:00:00,2021-01-01 13:00:00,3600.00,1040.00,115.00,3267.00,1194.00,378.00,1874.00,3537.00,310.00,1792.00,3689.00,711.00,1332.00,5040,646,559.00,242.00,29326
2021-01-01 13:00:00,2021-01-01 14:00:00,3671.00,1043.00,116.00,3298.00,1208.00,388.00,1886.00,3624.00,313.00,1812.00,3768.00,685.00,1355.00,5193,659,561.00,243.00,29823
2021-01-01 14:00:00,2021-01-01 15:00:00,3731.00,1048.00,118.00,3328.00,1233.00,395.00,1896.00,3635.00,322.00,1807.00,3812.00,689.00,1375.00,5325,674,569.00,241.00,30198
2021-01-01 15:00:00,2021-01-01 16:00:00,3734.00,1055.00,120.00,3358.00,1258.00,395.00,1875.00,3632.00,321.00,1830.00,3836.00,693.00,1376.00,5490,693,571.00,240.00,30477
2021-01-01 16:00:00,2021-01-01 17:00:00,3820.00,1090.00,125.00,3454.00,1283.00,401.00,1880.00,3591.00,339.00,1899.00,3874.00,700.00,1401.00,5632,712,570.00,246.00,31017
2021-01-01 17:00:00,2021-01-01 18:00:00,3872.00,1106.00,129.00,3518.00,1286.00,405.00,1870.00,3527.00,341.00,1946.00,3858.00,706.00,1414.00,5711,717,564.00,253.00,31223
2021-01-01 18:00:00,2021-01-01 19:00:00,3900.00,1140.00,133.00,3553.00,1286.00,402.00,1830.00,3484.00,348.00,1973.00,3798.00,708.00,1415.00,5716,710,557.00,255.00,31208
2021-01-01 19:00:00,2021-01-01 20:00:00,3908.00,1135.00,136.00,3530.00,1271.00,396.00,1780.00,3456.00,348.00,1977.00,3725.00,710.00,1404.00,5655,693,546.00,256.00,30926
2021-01-01 20:00:00,2021-01-01 21:00:00,3872.00,1123.00,135.00,3462.00,1256.00,385.00,1734.00,3356.00,345.00,1939.00,3636.00,701.00,1384.00,5580,690,538.00,254.00,30390
2021-01-01 21:00:00,2021-01-01 22:00:00,3832.00,1109.00,133.00,3402.00,1241.00,380.00,1682.00,3323.00,346.00,1905.00,3583.00,696.00,1372.00,5514,688,532.00,252.00,29990
2021-01-01 22:00:00,2021-01-01 23:00:00,3815.00,1115.00,133.00,3375.00,1233.00,383.00,1675.00,3290.00,352.00,1913.00,3569.00,693.00,1372.00,5487,687,528.00,251.00,29871
2021-01-01 23:00:00,2021-01-02 00:00:00,3833.00,1132.00,136.00,3434.00,1236.00,395.00,1725.00,3326.00,358.00,1950.00,3636.00,693.00,1403.00,5543,704,540.00,254.00,30298
2021-01-02 00:00:00,2021-01-02 01:00:00,3964.00,1203.00,144.00,3629.00,1276.00,431.00,1826.00,3422.00,388.00,2075.00,3793.00,709.00,1505.00,5776,733,572.00,268.00,31714
2021-01-02 01:00:00,2021-01-02 02:00:00,4023.00,1197.00,141.00,3667.00,1300.00,432.00,1866.00,3519.00,389.00,2063.00,3829.00,712.00,1517.00,5835,738,595.00,270.00,32093
2021-01-02 02:00:00,2021-01-02 03:00:00,3981.00,1169.00,138.00,3593.00,1288.00,424.00,1876.00,3549.00,387.00,2014.00,3809.00,708.00,1494.00,5777,729,591.00,266.00,31793
2021-01-02 03:00:00,2021-01-02 04:00:00,3907.00,1145.00,135.00,3527.00,1278.00,416.00,1878.00,3542.00,381.00,1964.00,3792.00,705.00,1472.00,5689,719,579.00,262.00,31391
2021-01-02 04:00:00,2021-01-02 05:00:00,3807.00,1110.00,132.00,3442.00,1261.00,407.00,1861.00,3526.00,370.00,1910.00,3767.00,699.00,1441.00,5564,702,562.00,258.00,30819
2021-01-02 05:00:00,2021-01-02 06:00:00,3692.00,1059.00,125.00,3327.00,1220.00,390.00,1841.00,3485.00,354.00,1839.00,3694.00,688.00,1392.00,5386,676,547.00,252.00,29967
2021-01-02 06:00:00,2021-01-02 07:00:00,3581.00,1031.00,119.00,3217.00,1181.00,373.00,1809.00,3430.00,340.00,1773.00,3642.00,674.00,1341.00,5201,650,533.00,246.00,29141
2021-01-02 07:00:00,2021-01-02 08:00:00,3495.00,1009.00,115.00,3117.00,1161.00,363.00,1795.00,3387.00,330.00,1721.00,3610.00,664.00,1309.00,5070,639,527.00,242.00,28554
2021-01-02 08:00:00,2021-01-02 09:00:00,3446.00,997.00,112.00,3062.00,1149.00,360.00,1776.00,3366.00,322.00,1688.00,3634.00,656.00,1290.00,4978,629,522.00,238.00,28225
2021-01-02 09:00:00,2021-01-02 10:00:00,3420.00,992.00,110.00,3026.00,1150.00,361.00,1798.00,3383.00,318.00,1674.00,3648.00,656.00,1288.00,4936,624,516.00,236.00,28136
2021-01-02 10:00:00,2021-01-02 11:00:00,3415.00,993.00,110.00,3023.00,1153.00,361.00,1782.00,3404.00,316.00,1674.00,3655.00,661.00,1289.00,4941,625,523.00,235.00,28160
2021-01-02 11:00:00,2021-01-02 12:00:00,3447.00,1008.00,111.00,3051.00,1166.00,362.00,1813.00,3425.00,317.00,1690.00,3673.00,662.00,1301.00,5003,631,532.00,235.00,28427
2021-01-02 12:00:00,2021-01-02 13:00:00,3488.00,1029.00,114.00,3138.00,1176.00,367.00,1850.00,3467.00,324.00,1728.00,3760.00,675.00,1322.00,5123,645,550.00,238.00,28994
2021-01-02 13:00:00,2021-01-02 14:00:00,3563.00,1060.00,117.00,3238.00,1200.00,379.00,1952.00,3522.00,332.00,1782.00,3887.00,682.00,1362.00,5272,666,575.00,243.00,29832
2021-01-02 14:00:00,2021-01-02 15:00:00,3663.00,1076.00,121.00,3324.00,1227.00,393.00,2021.00,3575.00,340.00,1827.00,3985.00,683.00,1407.00,5425,691,592.00,245.00,30595
2021-01-02 15:00:00,2021-01-02 16:00:00,3731.00,1099.00,124.00,3397.00,1246.00,404.00,2059.00,3575.00,350.00,1868.00,4047.00,687.00,1432.00,5579,712,592.00,247.00,31149
2021-01-02 16:00:00,2021-01-02 17:00:00,3794.00,1109.00,129.00,3472.00,1248.00,414.00,2015.00,3530.00,364.00,1908.00,4046.00,696.00,1448.00,5683,730,596.00,250.00,31432
2021-01-02 17:00:00,2021-01-02 18:00:00,3805.00,1104.00,130.00,3480.00,1219.00,412.00,1930.00,3457.00,372.00,1920.00,4009.00,702.00,1443.00,5726,731,584.00,251.00,31275
2021-01-02 18:00:00,2021-01-02 19:00:00,3761.00,1100.00,132.00,3483.00,1178.00,403.00,1880.00,3410.00,377.00,1914.00,3900.00,701.00,1422.00,5664,727,581.00,250.00,30883
2021-01-02 19:00:00,2021-01-02 20:00:00,3653.00,1092.00,132.00,3430.00,1124.00,388.00,1821.00,3340.00,379.00,1894.00,3806.00,704.00,1397.00,5491,710,570.00,248.00,30179
2021-01-02 20:00:00,2021-01-02 21:00:00,3556.00,1078.00,131.00,3361.00,1070.00,374.00,1751.00,3262.00,380.00,1849.00,3750.00,722.00,1371.00,5318,700,561.00,246.00,29480
2021-01-02 21:00:00,2021-01-02 22:00:00,3472.00,1077.00,131.00,3302.00,1027.00,359.00,1688.00,3211.00,381.00,1836.00,3698.00,726.00,1352.00,5163,704,556.00,246.00,28929
2021-01-02 22:00:00,2021-01-02 23:00:00,3401.00,1078.00,130.00,3281.00,1004.00,359.00,1679.00,3160.00,382.00,1840.00,3710.00,718.00,1344.00,5023,707,547.00,244.00,28607
2021-01-02 23:00:00,2021-01-03 00:00:00,3434.00,1108.00,134.00,3350.00,1015.00,372.00,1730.00,3147.00,389.00,1890.00,3777.00,721.00,1375.00,5022,719,550.00,247.00,28980
2021-01-03 00:00:00,2021-01-03 01:00:00,3622.00,1168.00,142.00,3555.00,1078.00,409.00,1870.00,3210.00,412.00,2021.00,3942.00,719.00,1479.00,5339,743,569.00,263.00,30541
2021-01-03 01:00:00,2021-01-03 02:00:00,3797.00,1175.00,144.00,3682.00,1160.00,420.00,1922.00,3350.00,410.00,2058.00,3942.00,708.00,1510.00,5631,749,597.00,267.00,31522
2021-01-03 02:00:00,2021-01-03 03:00:00,3829.00,1160.00,141.00,3660.00,1196.00,413.00,1932.00,3396.00,401.00,2034.00,3933.00,710.00,1495.00,5707,741,604.00,266.00,31618
2021-01-03 03:00:00,2021-01-03 04:00:00,3844.00,1144.00,137.00,3631.00,1219.00,409.00,1906.00,3423.00,390.00,2002.00,3892.00,713.00,1475.00,5736,730,606.00,264.00,31521
2021-01-03 04:00:00,2021-01-03 05:00:00,3806.00,1114.00,132.00,3556.00,1212.00,397.00,1879.00,3407.00,376.00,1957.00,3825.00,707.00,1442.00,5720,709,586.00,260.00,31085
2021-01-03 05:00:00,2021-01-03 06:00:00,3702.00,1079.00,126.00,3447.00,1191.00,381.00,1821.00,3371.00,361.00,1884.00,3735.00,698.00,1399.00,5609,680,581.00,255.00,30320
2021-01-03 06:00:00,2021-01-03 07:00:00,3639.00,1048.00,121.00,3347.00,1169.00,366.00,1792.00,3333.00,345.00,1813.00,3655.00,688.00,1346.00,5475,655,582.00,251.00,29625
2021-01-03 07:00:00,2021-01-03 08:00:00,3524.00,1030.00,117.00,3261.00,1143.00,353.00,1744.00,3293.00,332.00,1758.00,3603.00,678.00,1303.00,5372,634,567.00,246.00,28958
2021-01-03 08:00:00,2021-01-03 09:00:00,3479.00,1022.00,114.00,3215.00,1136.00,347.00,1702.00,3285.00,320.00,1729.00,3590.00,675.00,1287.00,5349,622,557.00,243.00,28672
2021-01-03 09:00:00,2021-01-03 10:00:00,3468.00,1015.00,112.00,3189.00,1153.00,345.00,1700.00,3270.00,315.00,1721.00,3573.00,675.00,1283.00,5343,619,553.00,240.00,28574
2021-01-03 10:00:00,2021-01-03 11:00:00,3446.00,1013.00,111.00,3175.00,1148.00,342.00,1721.00,3256.00,313.00,1716.00,3552.00,675.00,1271.00,5355,618,544.00,239.00,28495
2021-01-03 11:00:00,2021-01-03 12:00:00,3488.00,1022.00,113.00,3206.00,1151.00,344.00,1721.00,3284.00,316.00,1732.00,3563.00,678.00,1274.00,5405,626,549.00,241.00,28713
2021-01-03 12:00:00,2021-01-03 13:00:00,3582.00,1043.00,114.00,3276.00,1167.00,352.00,1754.00,3322.00,322.00,1761.00,3607.00,688.00,1295.00,5515,646,555.00,244.00,29243
2021-01-03 13:00:00,2021-01-03 14:00:00,3686.00,1069.00,118.00,3370.00,1203.00,364.00,1825.00,3384.00,335.00,1811.00,3697.00,698.00,1334.00,5694,669,572.00,248.00,30077
2021-01-03 14:00:00,2021-01-03 15:00:00,3793.00,1098.00,121.00,3463.00,1253.00,378.00,1875.00,3494.00,343.00,1849.00,3788.00,709.00,1368.00,5846,697,585.00,249.00,30909
2021-01-03 15:00:00,2021-01-03 16:00:00,3807.00,1121.00,126.00,3485.00,1264.00,382.00,1887.00,3501.00,350.00,1862.00,3831.00,712.00,1380.00,5874,711,574.00,248.00,31115
2021-01-03 16:00:00,2021-01-03 17:00:00,3722.00,1142.00,131.00,3477.00,1217.00,376.00,1836.00,3478.00,357.00,1900.00,3844.00,711.00,1385.00,5686,704,564.00,252.00,30782
2021-01-03 17:00:00,2021-01-03 18:00:00,3635.00,1138.00,134.00,3458.00,1152.00,369.00,1803.00,3407.00,357.00,1917.00,3801.00,694.00,1378.00,5386,672,558.00,253.00,30112
2021-01-03 18:00:00,2021-01-03 19:00:00,3556.00,1117.00,135.00,3411.00,1099.00,370.00,1763.00,3324.00,349.00,1913.00,3751.00,683.00,1368.00,5097,631,545.00,253.00,29365
2021-01-03 19:00:00,2021-01-03 20:00:00,3485.00,1100.00,135.00,3316.00,1058.00,370.00,1727.00,3256.00,338.00,1882.00,3716.00,671.00,1357.00,4841,591,540.00,254.00,28637
2021-01-03 20:00:00,2021-01-03 21:00:00,3423.00,1078.00,135.00,3227.00,1013.00,362.00,1678.00,3176.00,327.00,1843.00,3675.00,662.00,1331.00,4614,559,530.00,249.00,27882
2021-01-03 21:00:00,2021-01-03 22:00:00,3355.00,1070.00,134.00,3151.00,978.00,354.00,1660.00,3126.00,321.00,1822.00,3630.00,652.00,1315.00,4465,538,521.00,244.00,27336
2021-01-03 22:00:00,2021-01-03 23:00:00,3313.00,1077.00,134.00,3125.00,965.00,351.00,1647.00,3090.00,319.00,1825.00,3636.00,646.00,1316.00,4394,536,517.00,243.00,27134
2021-01-03 23:00:00,2021-01-04 00:00:00,3367.00,1102.00,138.00,3204.00,981.00,362.00,1689.00,3077.00,332.00,1879.00,3712.00,646.00,1354.00,4459,559,522.00,247.00,27630
2021-01-04 00:00:00,2021-01-04 01:00:00,3593.00,1175.00,147.00,3457.00,1056.00,397.00,1812.00,3159.00,365.00,2027.00,3873.00,673.00,1471.00,4802,621,547.00,265.00,29440
2021-01-04 01:00:00,2021-01-04 02:00:00,3766.00,1177.00,147.00,3581.00,1124.00,407.00,1890.00,3315.00,374.00,2048.00,3909.00,688.00,1497.00,5101,634,567.00,271.00,30496
2021-01-04 02:00:00,2021-01-04 03:00:00,3793.00,1152.00,144.00,3571.00,1151.00,398.00,1885.00,3362.00,371.00,2011.00,3898.00,690.00,1479.00,5173,634,576.00,270.00,30558
2021-01-04 03:00:00,2021-01-04 04:00:00,3809.00,1133.00,140.00,3532.00,1169.00,389.00,1821.00,3384.00,365.00,1967.00,3850.00,695.00,1449.00,5155,637,572.00,276.00,30343
2021-01-04 04:00:00,2021-01-04 05:00:00,3784.00,1095.00,134.00,3459.00,1166.00,375.00,1759.00,3372.00,353.00,1903.00,3768.00,698.00,1401.00,5080,626,565.00,272.00,29810
2021-01-04 05:00:00,2021-01-04 06:00:00,3709.00,1038.00,126.00,3337.00,1146.00,354.00,1727.00,3336.00,337.00,1813.00,3670.00,736.00,1332.00,4914,613,553.00,263.00,29004
2021-01-04 06:00:00,2021-01-04 07:00:00,3631.00,1001.00,120.00,3229.00,1133.00,336.00,1690.00,3263.00,322.00,1737.00,3577.00,729.00,1276.00,4774,604,536.00,256.00,28214
2021-01-04 07:00:00,2021-01-04 08:00:00,3548.00,979.00,115.00,3163.00,1119.00,327.00,1672.00,3204.00,317.00,1674.00,3537.00,681.00,1242.00,4700,600,530.00,254.00,27662
2021-01-04 08:00:00,2021-01-04 09:00:00,3528.00,970.00,112.00,3136.00,1117.00,322.00,1675.00,3193.00,314.00,1641.00,3508.00,721.00,1221.00,4672,600,530.00,253.00,27513
2021-01-04 09:00:00,2021-01-04 10:00:00,3511.00,967.00,110.00,3133.00,1122.00,321.00,1670.00,3196.00,313.00,1637.00,3500.00,693.00,1218.00,4700,612,535.00,249.00,27487
2021-01-04 10:00:00,2021-01-04 11:00:00,3536.00,976.00,110.00,3149.00,1127.00,324.00,1668.00,3210.00,316.00,1650.00,3510.00,682.00,1216.00,4745,626,548.00,249.00,27642
2021-01-04 11:00:00,2021-01-04 12:00:00,3578.00,997.00,113.00,3228.00,1142.00,336.00,1706.00,3243.00,326.00,1694.00,3540.00,690.00,1245.00,4898,650,557.00,254.00,28197
2021-01-04 12:00:00,2021-01-04 13:00:00,3735.00,1037.00,117.00,3403.00,1179.00,363.00,1780.00,3318.00,347.00,1785.00,3665.00,710.00,1308.00,5168,688,578.00,264.00,29445
2021-01-04 13:00:00,2021-01-04 14:00:00,4008.00,1106.00,123.00,3643.00,1230.00,399.00,1909.00,3444.00,377.00,1923.00,3916.00,729.00,1399.00,5563,733,611.00,281.00,31394
2021-01-04 14:00:00,2021-01-04 15:00:00,4178.00,1148.00,128.00,3838.00,1261.00,433.00,2022.00,3548.00,395.00,2024.00,4083.00,730.00,1478.00,5838,761,636.00,295.00,32796
2021-01-04 15:00:00,2021-01-04 16:00:00,4169.00,1143.00,131.00,3866.00,1243.00,439.00,2020.00,3540.00,399.00,2032.00,4079.00,694.00,1494.00,5838,756,632.00,289.00,32764
2021-01-04 16:00:00,2021-01-04 17:00:00,4032.00,1158.00,134.00,3786.00,1156.00,424.00,1968.00,3493.00,402.00,2039.00,3991.00,677.00,1477.00,5592,740,614.00,294.00,31977
2021-01-04 17:00:00,2021-01-04 18:00:00,3906.00,1174.00,135.00,3708.00,1079.00,411.00,1914.00,3435.00,393.00,2038.00,3923.00,659.00,1460.00,5286,696,606.00,296.00,31119
2021-01-04 18:00:00,2021-01-04 19:00:00,3807.00,1160.00,135.00,3639.00,1017.00,407.00,1868.00,3394.00,382.00,2004.00,3876.00,685.00,1447.00,5048,656,601.00,291.00,30417
2021-01-04 19:00:00,2021-01-04 20:00:00,3685.00,1117.00,128.00,3541.00,973.00,401.00,1824.00,3365.00,365.00,1936.00,3837.00,683.00,1438.00,4892,625,590.00,285.00,29685
2021-01-04 20:00:00,2021-01-04 21:00:00,3585.00,1074.00,123.00,3476.00,940.00,394.00,1800.00,3333.00,358.00,1880.00,3815.00,672.00,1424.00,4775,607,590.00,285.00,29131
2021-01-04 21:00:00,2021-01-04 22:00:00,3489.00,1050.00,120.00,3422.00,909.00,384.00,1722.00,3341.00,350.00,1837.00,3768.00,663.00,1400.00,4667,586,601.00,282.00,28591
2021-01-04 22:00:00,2021-01-04 23:00:00,3466.00,1041.00,122.00,3382.00,905.00,380.00,1737.00,3357.00,350.00,1807.00,3727.00,632.00,1387.00,4601,582,602.00,276.00,28354
2021-01-04 23:00:00,2021-01-05 00:00:00,3457.00,1064.00,128.00,3395.00,927.00,387.00,1746.00,3365.00,358.00,1830.00,3745.00,602.00,1411.00,4613,600,597.00,278.00,28503
2021-01-05 00:00:00,2021-01-05 01:00:00,3615.00,1161.00,139.00,3561.00,986.00,416.00,1868.00,3401.00,384.00,1975.00,3885.00,616.00,1509.00,4855,655,602.00,291.00,29919
2021-01-05 01:00:00,2021-01-05 02:00:00,3761.00,1191.00,142.00,3682.00,1062.00,423.00,1920.00,3527.00,392.00,2012.00,3933.00,632.00,1540.00,5171,686,628.00,296.00,30998
2021-01-05 02:00:00,2021-01-05 03:00:00,3747.00,1182.00,140.00,3668.00,1091.00,414.00,1913.00,3574.00,386.00,1976.00,3922.00,633.00,1522.00,5219,688,630.00,297.00,31002
2021-01-05 03:00:00,2021-01-05 04:00:00,3745.00,1156.00,136.00,3635.00,1100.00,403.00,1871.00,3562.00,378.00,1925.00,3886.00,633.00,1490.00,5236,684,625.00,295.00,30760
2021-01-05 04:00:00,2021-01-05 05:00:00,3694.00,1122.00,130.00,3548.00,1090.00,389.00,1854.00,3532.00,366.00,1859.00,3798.00,627.00,1438.00,5144,675,616.00,289.00,30171
2021-01-05 05:00:00,2021-01-05 06:00:00,3560.00,1076.00,122.00,3383.00,1062.00,366.00,1812.00,3465.00,348.00,1763.00,3693.00,619.00,1359.00,4964,654,597.00,280.00,29123
2021-01-05 06:00:00,2021-01-05 07:00:00,3469.00,1033.00,117.00,3240.00,1030.00,346.00,1777.00,3407.00,335.00,1691.00,3626.00,664.00,1293.00,4805,632,582.00,269.00,28316
2021-01-05 07:00:00,2021-01-05 08:00:00,3417.00,1018.00,113.00,3196.00,1027.00,337.00,1763.00,3391.00,327.00,1659.00,3576.00,704.00,1260.00,4735,616,580.00,271.00,27990
2021-01-05 08:00:00,2021-01-05 09:00:00,3404.00,1005.00,111.00,3172.00,1037.00,335.00,1761.00,3386.00,322.00,1645.00,3558.00,700.00,1246.00,4715,615,572.00,263.00,27847
2021-01-05 09:00:00,2021-01-05 10:00:00,3400.00,1007.00,110.00,3177.00,1054.00,336.00,1774.00,3392.00,323.00,1647.00,3563.00,706.00,1244.00,4740,622,570.00,259.00,27924
2021-01-05 10:00:00,2021-01-05 11:00:00,3464.00,1011.00,111.00,3215.00,1068.00,338.00,1797.00,3400.00,327.00,1675.00,3572.00,711.00,1250.00,4830,633,572.00,261.00,28235
2021-01-05 11:00:00,2021-01-05 12:00:00,3544.00,1037.00,114.00,3316.00,1080.00,349.00,1819.00,3433.00,338.00,1731.00,3618.00,724.00,1278.00,5019,659,581.00,264.00,28904
2021-01-05 12:00:00,2021-01-05 13:00:00,3735.00,1095.00,119.00,3504.00,1130.00,374.00,1864.00,3511.00,360.00,1833.00,3779.00,702.00,1337.00,5364,704,600.00,272.00,30283
2021-01-05 13:00:00,2021-01-05 14:00:00,4017.00,1171.00,127.00,3767.00,1205.00,413.00,1947.00,3662.00,390.00,1986.00,4036.00,729.00,1427.00,5861,768,634.00,289.00,32429
2021-01-05 14:00:00,2021-01-05 15:00:00,4197.00,1220.00,133.00,3966.00,1236.00,444.00,2022.00,3776.00,410.00,2090.00,4209.00,705.00,1504.00,6139,803,655.00,306.00,33815
2021-01-05 15:00:00,2021-01-05 16:00:00,4210.00,1207.00,134.00,3965.00,1180.00,445.00,2020.00,3763.00,413.00,2085.00,4202.00,680.00,1517.00,6109,786,667.00,297.00,33680
2021-01-05 16:00:00,2021-01-05 17:00:00,4049.00,1151.00,130.00,3879.00,1098.00,431.00,1994.00,3708.00,398.00,2010.00,4174.00,664.00,1511.00,5822,737,665.00,302.00,32723
2021-01-05 17:00:00,2021-01-05 18:00:00,3884.00,1103.00,125.00,3799.00,1030.00,422.00,1948.00,3639.00,383.00,1942.00,4099.00,659.00,1473.00,5515,678,659.00,295.00,31653
2021-01-05 18:00:00,2021-01-05 19:00:00,3749.00,1062.00,121.00,3730.00,994.00,419.00,1908.00,3533.00,370.00,1903.00,4028.00,704.00,1455.00,5229,633,655.00,292.00,30785
2021-01-05 19:00:00,2021-01-05 20:00:00,3661.00,1010.00,121.00,3641.00,938.00,412.00,1849.00,3475.00,360.00,1864.00,3969.00,703.00,1429.00,5015,603,650.00,287.00,29987
2021-01-05 20:00:00,2021-01-05 21:00:00,3579.00,972.00,114.00,3577.00,898.00,402.00,1823.00,3415.00,351.00,1802.00,3943.00,694.00,1413.00,4843,583,656.00,279.00,29344
2021-01-05 21:00:00,2021-01-05 22:00:00,3477.00,949.00,113.00,3511.00,875.00,395.00,1797.00,3373.00,345.00,1777.00,3914.00,688.00,1405.00,4711,570,647.00,280.00,28827
2021-01-05 22:00:00,2021-01-05 23:00:00,3441.00,971.00,115.00,3479.00,885.00,392.00,1792.00,3344.00,347.00,1772.00,3906.00,677.00,1399.00,4633,569,637.00,277.00,28636
2021-01-05 23:00:00,2021-01-06 00:00:00,3472.00,1022.00,123.00,3503.00,913.00,401.00,1814.00,3335.00,353.00,1807.00,3957.00,676.00,1425.00,4670,582,628.00,278.00,28959
2021-01-06 00:00:00,2021-01-06 01:00:00,3632.00,1097.00,134.00,3668.00,975.00,430.00,1877.00,3410.00,379.00,1955.00,4019.00,674.00,1520.00,4954,636,620.00,291.00,30271
2021-01-06 01:00:00,2021-01-06 02:00:00,3749.00,1120.00,137.00,3727.00,1032.00,429.00,1889.00,3556.00,384.00,1967.00,3960.00,657.00,1524.00,5272,662,623.00,295.00,30983
2021-01-06 02:00:00,2021-01-06 03:00:00,3727.00,1117.00,134.00,3674.00,1043.00,413.00,1862.00,3588.00,378.00,1928.00,3900.00,655.00,1490.00,5336,666,605.00,285.00,30801
2021-01-06 03:00:00,2021-01-06 04:00:00,3686.00,1101.00,130.00,3585.00,1044.00,401.00,1862.00,3569.00,371.00,1879.00,3841.00,651.00,1452.00,5309,662,585.00,284.00,30412
2021-01-06 04:00:00,2021-01-06 05:00:00,3592.00,1053.00,125.00,3474.00,1026.00,382.00,1813.00,3524.00,358.00,1797.00,3745.00,645.00,1395.00,5199,646,576.00,277.00,29627
2021-01-06 05:00:00,2021-01-06 06:00:00,3486.00,1010.00,117.00,3343.00,999.00,354.00,1769.00,3467.00,339.00,1699.00,3653.00,674.00,1315.00,5005,624,582.00,269.00,28705
2021-01-06 06:00:00,2021-01-06 07:00:00,3354.00,963.00,109.00,3214.00,959.00,330.00,1708.00,3402.00,318.00,1600.00,3560.00,673.00,1242.00,4769,593,581.00,257.00,27632
2021-01-06 07:00:00,2021-01-06 08:00:00,3319.00,947.00,105.00,3144.00,954.00,318.00,1688.00,3379.00,306.00,1558.00,3524.00,668.00,1205.00,4655,581,578.00,253.00,27182
2021-01-06 08:00:00,2021-01-06 09:00:00,3263.00,931.00,103.00,3106.00,948.00,313.00,1669.00,3367.00,301.00,1534.00,3499.00,666.00,1184.00,4588,573,571.00,250.00,26866
2021-01-06 09:00:00,2021-01-06 10:00:00,3240.00,933.00,102.00,3081.00,947.00,312.00,1665.00,3381.00,301.00,1520.00,3479.00,652.00,1177.00,4570,575,571.00,245.00,26751
2021-01-06 10:00:00,2021-01-06 11:00:00,3210.00,938.00,104.00,3103.00,938.00,313.00,1679.00,3404.00,309.00,1529.00,3481.00,607.00,1182.00,4617,583,582.00,251.00,26830
2021-01-06 11:00:00,2021-01-06 12:00:00,3238.00,961.00,107.00,3158.00,958.00,320.00,1702.00,3445.00,317.00,1572.00,3500.00,609.00,1205.00,4697,595,584.00,255.00,27223
2021-01-06 12:00:00,2021-01-06 13:00:00,3340.00,988.00,111.00,3307.00,988.00,342.00,1768.00,3513.00,335.00,1661.00,3609.00,622.00,1259.00,4915,627,602.00,260.00,28247
2021-01-06 13:00:00,2021-01-06 14:00:00,3549.00,1056.00,119.00,3601.00,1049.00,382.00,1898.00,3658.00,367.00,1802.00,3812.00,645.00,1358.00,5311,683,639.00,281.00,30210
