timestamp_begin_et,timestamp_end_et,CT,ME,NH,NEMA,RI,SEMA,VT,WCMA,System Total
2021-03-13 04:00:00,2021-03-13 05:00:00,2377.053,1045.919,1006.799,2049.732,650.062,1180.374,537.626,1464.126,10311.691
2021-03-13 05:00:00,2021-03-13 06:00:00,2498.168,1094.751,1060.805,2135.504,680.337,1248.879,558.793,1531.099,10808.336
2021-03-13 06:00:00,2021-03-13 07:00:00,2646.333,1177.631,1130.129,2219.163,713.469,1315.781,589.575,1585.436,11377.517
2021-03-13 07:00:00,2021-03-13 08:00:00,2732.829,1247.909,1201.987,2276.763,750.339,1327.404,575.993,1580.018,11693.242
2021-03-13 08:00:00,2021-03-13 09:00:00,2764.093,1309.448,1245.131,2311.419,782.388,1314.547,505.137,1533.692,11765.855
2021-03-13 09:00:00,2021-03-13 10:00:00,2747.922,1331.161,1262.455,2305.854,799.28,1281.95,427.75,1483.951,11640.323
2021-03-13 10:00:00,2021-03-13 11:00:00,2712.622,1326.39,1260.527,2292.017,804.775,1249.926,375.649,1449.62,11471.526
2021-03-13 11:00:00,2021-03-13 12:00:00,2668.789,1317.396,1242.697,2280.335,802.085,1223.749,344.937,1424.045,11304.033
2021-03-13 12:00:00,2021-03-13 13:00:00,2607.874,1280.296,1217.045,2258.211,786.233,1199.879,314.879,1393.299,11057.716
2021-03-13 13:00:00,2021-03-13 14:00:00,2560.666,1255.735,1192.427,2230.673,772.314,1188.144,307.009,1378.192,10885.160
2021-03-13 14:00:00,2021-03-13 15:00:00,2567.327,1241.845,1175.637,2229.547,768.572,1204.438,339.992,1404.222,10931.580
2021-03-13 15:00:00,2021-03-13 16:00:00,2656.29,1262.198,1193.285,2274.996,768.662,1273.302,422.583,1491.651,11342.967
2021-03-13 16:00:00,2021-03-13 17:00:00,2846.193,1312.965,1248.737,2377.065,802.509,1407.942,553.029,1653.432,12201.872
2021-03-13 17:00:00,2021-03-13 18:00:00,3088.258,1400.242,1338.769,2530.229,852.393,1565.237,663.038,1829.283,13267.449
2021-03-13 18:00:00,2021-03-13 19:00:00,3305.218,1447.541,1400.416,2671.066,901.975,1676.396,706.786,1933.775,14043.173
2021-03-13 19:00:00,2021-03-13 20:00:00,3260.212,1401.814,1361.905,2645.794,887.864,1641.808,688.092,1901.812,13789.301
2021-03-13 20:00:00,2021-03-13 21:00:00,3147.594,1342.683,1300.107,2576.676,856.807,1580.34,660.25,1843.278,13307.735
2021-03-13 21:00:00,2021-03-13 22:00:00,3013.913,1267.389,1226.804,2481.531,816.776,1501.034,632.723,1765.278,12705.448
2021-03-13 22:00:00,2021-03-13 23:00:00,2847.318,1190.827,1144.688,2363.258,774.01,1402.554,596.077,1667.452,11986.184
2021-03-13 23:00:00,2021-03-14 00:00:00,2673.475,1135.292,1072.278,2249.262,724.235,1312.675,556.939,1576.382,11300.538
2021-03-14 00:00:00,2021-03-14 01:00:00,2544.825,1100.584,1017.726,2155.459,692.724,1246.77,530.395,1498.108,10786.591
2021-03-14 01:00:00,2021-03-14 03:00:00,2463.537,1081.772,989.927,2088.221,666.631,1204.384,515.69,1455.928,10466.09
2021-03-14 03:00:00,2021-03-14 04:00:00,2430.532,1092.408,980.349,2048.914,653.968,1184.587,510.345,1432.991,10334.094
2021-03-14 04:00:00,2021-03-14 05:00:00,2436.457,1082.109,983.627,2046.036,650.91,1184.299,511.181,1432.041,10326.66
2021-03-14 05:00:00,2021-03-14 06:00:00,2482.687,1099.568,1013.489,2089.821,659.863,1205.993,521.379,1457.638,10530.438
2021-03-14 06:00:00,2021-03-14 07:00:00,2571.13,1123.347,1057.687,2153.819,684.19,1259.637,543.08,1517.454,10910.344
2021-03-14 07:00:00,2021-03-14 08:00:00,2658.67,1170.319,1112.374,2201.592,707.369,1295.963,573.351,1549.92,11269.558
2021-03-14 08:00:00,2021-03-14 09:00:00,2688.894,1244.622,1169.638,2221.106,728.418,1285.976,585.632,1519.423,11443.709
2021-03-14 09:00:00,2021-03-14 10:00:00,2663.203,1277.421,1213.13,2221.473,751.52,1250.617,574.541,1457.968,11409.873
2021-03-14 10:00:00,2021-03-14 11:00:00,2645.914,1331.161,1261.614,2239.035,765.561,1218.176,563.827,1450.03,11475.318
2021-03-14 11:00:00,2021-03-14 12:00:00,2734.635,1423.01,1277.117,2268.164,776.853,1212.439,556.577,1498.64,11747.435
2021-03-14 12:00:00,2021-03-14 13:00:00,2791.648,1401.397,1281.873,2367.811,796.461,1285.446,551.428,1564.433,12040.497
2021-03-14 13:00:00,2021-03-14 14:00:00,2792.49,1398.076,1287.087,2364.018,809.393,1323.558,550.244,1610.947,12135.813
2021-03-14 14:00:00,2021-03-14 15:00:00,2893.545,1398.584,1291.534,2443.647,813.009,1360.427,542.755,1641.104,12384.605
2021-03-14 15:00:00,2021-03-14 16:00:00,2908.468,1389.583,1287.892,2538.077,828.441,1452.983,557.453,1679.327,12642.224
2021-03-14 16:00:00,2021-03-14 17:00:00,2965.492,1406.004,1315.519,2538.9,851.766,1546.517,587.578,1735.402,12947.178
2021-03-14 17:00:00,2021-03-14 18:00:00,3150.943,1462.109,1388.012,2638.484,870.134,1627.422,661.493,1843.098,13641.695
2021-03-14 18:00:00,2021-03-14 19:00:00,3358.899,1515.674,1461.378,2765.82,906.9,1718.967,716.271,1974.662,14418.571
2021-03-14 19:00:00,2021-03-14 20:00:00,3550.793,1565.851,1501.25,2897.163,952.434,1793.252,739.895,2069.172,15069.81
2021-03-14 20:00:00,2021-03-14 21:00:00,3509.785,1516.185,1466.124,2873.697,935.085,1757.8,716.718,2039.212,14814.606
2021-03-14 21:00:00,2021-03-14 22:00:00,3360.308,1427.408,1373.924,2775.118,895.149,1677.691,687.982,1956.341,14153.921
2021-03-14 22:00:00,2021-03-14 23:00:00,3160.936,1348.296,1276.315,2638.921,844.471,1562.436,650.412,1841.318,13323.105
2021-03-14 23:00:00,2021-03-15 00:00:00,2969.942,1253.299,1206.214,2495.78,790.802,1459.958,610.556,1738.303,12524.854
2021-03-15 00:00:00,2021-03-15 01:00:00,2837.497,1198.683,1163.07,2400.611,755.655,1397.296,584.708,1666.337,12003.857
2021-03-15 01:00:00,2021-03-15 02:00:00,2775.913,1182.361,1134.632,2348.702,739.084,1360.401,574.418,1637.25,11752.761
2021-03-15 02:00:00,2021-03-15 03:00:00,2766.913,1184.624,1120.766,2341.585,733.322,1353.416,573.94,1633.329,11707.895
2021-03-15 03:00:00,2021-03-15 04:00:00,2796.001,1197.361,1130.007,2365.662,739.909,1373.461,579.064,1645.408,11826.873
2021-03-15 04:00:00,2021-03-15 05:00:00,2892.019,1251.221,1177.151,2453.043,758.576,1428.655,593.845,1707.545,12262.055
2021-03-15 05:00:00,2021-03-15 06:00:00,3126.104,1351.345,1279.369,2624.018,802.944,1529.239,637.59,1843.751,13194.36
2021-03-15 06:00:00,2021-03-15 07:00:00,3505.856,1500.754,1439.068,2885.484,886.789,1715.841,709.26,2049.985,14693.037
2021-03-15 07:00:00,2021-03-15 08:00:00,3790.195,1593.12,1549.764,3108.701,965.038,1859.017,763.777,2195.184,15824.796
2021-03-15 08:00:00,2021-03-15 09:00:00,3808.432,1628.52,1600.307,3196.389,996.704,1856.149,738.251,2175.765,16000.517
2021-03-15 09:00:00,2021-03-15 10:00:00,3687.92,1621.462,1596.232,3156.021,1012.744,1781.508,650.681,2059.371,15565.939
2021-03-15 10:00:00,2021-03-15 11:00:00,3579.348,1611.319,1579.668,3086.96,1023.577,1719.321,558.958,1959.548,15118.699
2021-03-15 11:00:00,2021-03-15 12:00:00,3477.139,1614.051,1563.29,3039.328,1017.471,1667.303,478.709,1900.81,14758.101
2021-03-15 12:00:00,2021-03-15 13:00:00,3403.852,1595.122,1537.387,3006.33,1008.259,1616.168,439.174,1857.481,14463.773
2021-03-15 13:00:00,2021-03-15 14:00:00,3322.863,1557.541,1509.336,2957.714,996.777,1578.194,419.933,1820.023,14162.381
2021-03-15 14:00:00,2021-03-15 15:00:00,3260.13,1535.797,1471.66,2909.695,965.555,1549.201,405.332,1788.314,13885.684
2021-03-15 15:00:00,2021-03-15 16:00:00,3239.567,1549.417,1461.593,2898.972,947.581,1569.496,417.035,1801.407,13885.068
2021-03-15 16:00:00,2021-03-15 17:00:00,3350.611,1575.683,1488.201,2954.141,960.386,1661.562,491.866,1911.806,14394.256
2021-03-15 17:00:00,2021-03-15 18:00:00,3581.934,1629.593,1559.207,3067.817,995.302,1823.343,627.913,2089.191,15374.300
2021-03-15 18:00:00,2021-03-15 19:00:00,3794.579,1664.891,1612.449,3164.535,1030.35,1961.052,738.929,2235.359,16202.144
2021-03-15 19:00:00,2021-03-15 20:00:00,3937.554,1670.101,1641.031,3246.343,1065.076,2027.248,769.155,2303.136,16659.644
2021-03-15 20:00:00,2021-03-15 21:00:00,3846.583,1594.973,1579.884,3157.82,1032.882,1956.08,746.559,2243.72,16158.501
2021-03-15 21:00:00,2021-03-15 22:00:00,3634.974,1505.229,1479.608,3010.083,977.754,1844.495,715.843,2131.08,15299.066
2021-03-15 22:00:00,2021-03-15 23:00:00,3376.07,1394.99,1364.394,2834.244,909.418,1700.524,672.278,1989.66,14241.578
2021-03-15 23:00:00,2021-03-16 00:00:00,3131.44,1308.133,1275.173,2676.923,848.512,1583.521,627.174,1866.624,13317.5
2021-03-16 00:00:00,2021-03-16 01:00:00,2978.133,1257.101,1216.42,2555.714,808.108,1511.061,600.165,1784.407,12711.109
2021-03-16 01:00:00,2021-03-16 02:00:00,2891.284,1235.265,1185.914,2493.33,786.634,1470.831,587.543,1742.171,12392.972
2021-03-16 02:00:00,2021-03-16 03:00:00,2855.251,1220.857,1174.332,2462.995,778.052,1454.191,581.425,1722.616,12249.719
2021-03-16 03:00:00,2021-03-16 04:00:00,2864.665,1223.969,1182.46,2474.463,777.134,1456.475,583.337,1731.443,12293.946
2021-03-16 04:00:00,2021-03-16 05:00:00,2948.104,1267.174,1226.581,2538.592,794.101,1495.467,594.269,1777.261,12641.549
2021-03-16 05:00:00,2021-03-16 06:00:00,3173.978,1345.386,1318.9,2693.368,839.135,1589.553,635.538,1895.332,13491.19
2021-03-16 06:00:00,2021-03-16 07:00:00,3526.334,1486.124,1467.235,2946.91,928.296,1764.455,704.291,2086.143,14909.788
2021-03-16 07:00:00,2021-03-16 08:00:00,3775.821,1568.211,1562.56,3106.963,992.424,1865.919,736.304,2208.566,15816.768
2021-03-16 08:00:00,2021-03-16 09:00:00,3757.253,1570.267,1564.554,3146.771,1017.187,1852.549,667.809,2163.908,15740.298
2021-03-16 09:00:00,2021-03-16 10:00:00,3682.145,1541.471,1534.403,3106.636,1003.767,1787.8,589.756,2031.948,15277.926
2021-03-16 10:00:00,2021-03-16 11:00:00,3675.589,1512.85,1506.639,2972.071,986.623,1655.937,516.996,1926.104,14752.809
2021-03-16 11:00:00,2021-03-16 12:00:00,3676.075,1480.034,1472.267,2871.485,979.826,1563.521,494.669,1939.337,14477.214
2021-03-16 12:00:00,2021-03-16 13:00:00,3588.95,1443.762,1454.749,2867.743,973.779,1602.552,466.668,1873.796,14271.999
2021-03-16 13:00:00,2021-03-16 14:00:00,3589.874,1423.179,1441.586,2832.416,944.456,1508.365,440.73,1818.221,13998.827
2021-03-16 14:00:00,2021-03-16 15:00:00,3527.192,1390.799,1395.148,2786.805,923.156,1470.003,412.668,1805.197,13710.968
2021-03-16 15:00:00,2021-03-16 16:00:00,3518.497,1389.603,1360.545,2743.663,925.029,1512.867,408.628,1848.643,13707.475
2021-03-16 16:00:00,2021-03-16 17:00:00,3607.802,1411.311,1374.466,2801.704,951.714,1640.352,485.102,1952.833,14225.284
2021-03-16 17:00:00,2021-03-16 18:00:00,3749.52,1457.837,1442.887,2903.499,991.125,1769.245,625.542,2080.47,15020.125
2021-03-16 18:00:00,2021-03-16 19:00:00,3842.507,1506.875,1489.628,2975.83,1011.658,1864.232,694.859,2159.251,15544.84
2021-03-16 19:00:00,2021-03-16 20:00:00,3888.703,1526.262,1513.896,3017.271,1032.98,1910.515,716.004,2185.352,15790.983
2021-03-16 20:00:00,2021-03-16 21:00:00,3754.798,1464.038,1454.456,2931.001,994.436,1832.944,690.532,2115.19,15237.395
2021-03-16 21:00:00,2021-03-16 22:00:00,3529.567,1384.774,1352.21,2783.474,939.719,1721.88,658.465,2003.253,14373.342
2021-03-16 22:00:00,2021-03-16 23:00:00,3251.55,1284.516,1235.319,2594.969,869.033,1572.332,617.27,1862.669,13287.658
2021-03-16 23:00:00,2021-03-17 00:00:00,2997.452,1199.583,1148.788,2423.185,804.483,1451.94,573.394,1733.034,12331.859
2021-03-17 00:00:00,2021-03-17 01:00:00,2825.357,1160.79,1096.336,2313.757,761.199,1368.651,547.283,1651.714,11725.087
2021-03-17 01:00:00,2021-03-17 02:00:00,2729.589,1134.963,1069.472,2254.241,735.673,1329.299,534.498,1609.501,11397.236
2021-03-17 02:00:00,2021-03-17 03:00:00,2677.182,1127.886,1069.937,2225.182,725.505,1310.431,525.762,1579.745,11241.630
2021-03-17 03:00:00,2021-03-17 04:00:00,2665.583,1135.977,1082.86,2232.965,718.522,1314.582,530.645,1594.17,11275.304
2021-03-17 04:00:00,2021-03-17 05:00:00,2721.415,1182.472,1122.733,2292.732,734.45,1353.201,548.683,1635.345,11591.031
2021-03-17 05:00:00,2021-03-17 06:00:00,2923.211,1279.898,1219.591,2448.061,776.946,1441.511,586.549,1748.035,12423.802
2021-03-17 06:00:00,2021-03-17 07:00:00,3248.936,1412.202,1366.57,2688.882,857.104,1597.198,654.362,1923.939,13749.193
2021-03-17 07:00:00,2021-03-17 08:00:00,3531.983,1498.032,1460.89,2868.575,927.898,1729.389,693.061,2051.739,14761.567
2021-03-17 08:00:00,2021-03-17 09:00:00,3648.073,1496.94,1468.211,2881.385,965.01,1777.51,617.013,2068.643,14922.785
2021-03-17 09:00:00,2021-03-17 10:00:00,3643.858,1459.838,1431.712,2814.199,967.298,1745.337,503.28,1985.367,14550.889
2021-03-17 10:00:00,2021-03-17 11:00:00,3578.077,1421.356,1395.398,2716.462,958.802,1664.676,423.709,1844.243,14002.723
2021-03-17 11:00:00,2021-03-17 12:00:00,3479.776,1393.673,1362.311,2640.345,930.41,1548.467,374.103,1721.462,13450.547
2021-03-17 12:00:00,2021-03-17 13:00:00,3393.035,1364.462,1326.965,2582.642,912.061,1415.071,343.507,1641.505,12979.248
2021-03-17 13:00:00,2021-03-17 14:00:00,3306.641,1336.007,1296.997,2529.547,897.18,1351.137,334.433,1604.398,12656.34
2021-03-17 14:00:00,2021-03-17 15:00:00,3254.673,1307.674,1267.021,2496.325,870.849,1349.609,333.257,1584.111,12463.519
2021-03-17 15:00:00,2021-03-17 16:00:00,3219.004,1302.072,1253.903,2492.495,860.934,1363.726,350.844,1593.024,12436.002
2021-03-17 16:00:00,2021-03-17 17:00:00,3292.982,1319.855,1268.862,2537.475,866.095,1432.326,422.558,1676.439,12816.592
2021-03-17 17:00:00,2021-03-17 18:00:00,3432.596,1367.918,1315.237,2616.416,886.034,1561.137,557.14,1818.132,13554.61
2021-03-17 18:00:00,2021-03-17 19:00:00,3498.321,1406.051,1350.304,2675.507,912.793,1672.913,650.428,1919.803,14086.120
2021-03-17 19:00:00,2021-03-17 20:00:00,3550.735,1427.17,1390.483,2745.614,943.838,1744.669,685.232,1985.359,14473.1
2021-03-17 20:00:00,2021-03-17 21:00:00,3451.819,1381.649,1346.653,2683.167,917.952,1695.346,669.105,1945.106,14090.797
2021-03-17 21:00:00,2021-03-17 22:00:00,3259.386,1300.972,1259.444,2563.909,872.237,1597.795,640.841,1852.083,13346.667
2021-03-17 22:00:00,2021-03-17 23:00:00,3011.393,1201.026,1156.945,2408.56,811.566,1470.173,599.172,1728.017,12386.852
2021-03-17 23:00:00,2021-03-18 00:00:00,2783.106,1122.621,1073.379,2249.582,759.713,1355.488,560.81,1607.708,11512.407
2021-03-18 00:00:00,2021-03-18 01:00:00,2611.566,1073.388,1017.688,2145.875,716.142,1277.979,535.239,1539.322,10917.199
2021-03-18 01:00:00,2021-03-18 02:00:00,2517.393,1049.407,993.908,2083.782,695.156,1235.733,517.777,1497.18,10590.336
2021-03-18 02:00:00,2021-03-18 03:00:00,2464.806,1040.296,984.707,2060.786,686.934,1218.718,509.274,1478.815,10444.336
2021-03-18 03:00:00,2021-03-18 04:00:00,2449.834,1045.969,992.406,2064.514,682.929,1222.777,508.314,1474.131,10440.874
2021-03-18 04:00:00,2021-03-18 05:00:00,2506.313,1079.637,1029.907,2119.124,698.019,1259.322,521.209,1520.603,10734.134
2021-03-18 05:00:00,2021-03-18 06:00:00,2691.833,1173.802,1124.523,2264.385,730.835,1346.065,564.525,1639.575,11535.543
2021-03-18 06:00:00,2021-03-18 07:00:00,3012.871,1318.713,1274.926,2504.832,810.847,1508.571,633.544,1813.539,12877.843
2021-03-18 07:00:00,2021-03-18 08:00:00,3284.748,1413.871,1377.81,2683.193,875.7,1629.794,690.711,1940.505,13896.332
2021-03-18 08:00:00,2021-03-18 09:00:00,3401.933,1466.425,1421.849,2798.822,917.83,1684.884,705.58,1999.705,14397.028
2021-03-18 09:00:00,2021-03-18 10:00:00,3438.727,1471.675,1436.016,2819.671,931.876,1686.166,702.584,2016.687,14503.402
2021-03-18 10:00:00,2021-03-18 11:00:00,3457.271,1459.453,1439.81,2818.76,937.881,1678.24,689.995,2030.301,14511.711
2021-03-18 11:00:00,2021-03-18 12:00:00,3501.886,1446.15,1436.651,2800.364,935.044,1666.603,679.172,2022.672,14488.542
2021-03-18 12:00:00,2021-03-18 13:00:00,3515.997,1434.139,1424.354,2815.194,931.974,1642.58,667.38,2022.693,14454.311
2021-03-18 13:00:00,2021-03-18 14:00:00,3509.908,1423.261,1412.286,2815.602,935.802,1636.597,656.041,2018.588,14408.085
2021-03-18 14:00:00,2021-03-18 15:00:00,3467.422,1417.047,1404.181,2790.755,925.661,1653.733,644.822,1997.501,14301.122
2021-03-18 15:00:00,2021-03-18 16:00:00,3454.641,1411.134,1394.22,2796.362,919.923,1675.302,645.808,2001.867,14299.257
2021-03-18 16:00:00,2021-03-18 17:00:00,3503.304,1427.343,1406.466,2824.441,933.564,1717.561,670.018,2036.169,14518.866
2021-03-18 17:00:00,2021-03-18 18:00:00,3592.767,1460.832,1443.984,2882.088,959.558,1780.744,693.081,2089.923,14902.977
2021-03-18 18:00:00,2021-03-18 19:00:00,3605.167,1469.982,1457.954,2881.359,969.12,1806.998,714.896,2094.64,15000.116
2021-03-18 19:00:00,2021-03-18 20:00:00,3575.597,1460.473,1447.28,2839.942,960.749,1784.121,720.261,2071.382,14859.805
2021-03-18 20:00:00,2021-03-18 21:00:00,3447.084,1407.453,1382.2,2727.023,920.238,1692.59,695.118,1993.726,14265.432
2021-03-18 21:00:00,2021-03-18 22:00:00,3241.347,1312.017,1289.313,2588.07,862.504,1584.239,663.348,1883.887,13424.725
2021-03-18 22:00:00,2021-03-18 23:00:00,2988.361,1218.351,1184.506,2433.437,809.005,1444.81,622.761,1759.516,12460.747
2021-03-18 23:00:00,2021-03-19 00:00:00,2763.136,1143.948,1097.56,2269.368,749.986,1339.038,580.345,1637.908,11581.289
2021-03-19 00:00:00,2021-03-19 01:00:00,2626.879,1107.665,1045.763,2173.338,711.416,1271.684,555.158,1563.947,11055.850
2021-03-19 01:00:00,2021-03-19 02:00:00,2544.133,1087.993,1023.609,2108.175,690.354,1229.201,544.097,1521.159,10748.721
2021-03-19 02:00:00,2021-03-19 03:00:00,2513.336,1087.107,1018.258,2083.685,682.464,1217.485,538.922,1507.116,10648.373
2021-03-19 03:00:00,2021-03-19 04:00:00,2523.089,1104.457,1030.48,2098.867,688.619,1230.974,543.068,1517.76,10737.314
2021-03-19 04:00:00,2021-03-19 05:00:00,2611.49,1154.999,1073.987,2165.313,706.688,1283.162,559.791,1570.848,11126.278
2021-03-19 05:00:00,2021-03-19 06:00:00,2825.952,1247.443,1174.253,2328.426,746.729,1383.829,601.99,1699.087,12007.709
2021-03-19 06:00:00,2021-03-19 07:00:00,3193.203,1394.885,1325.932,2581.901,832.743,1565.062,676.269,1892.481,13462.476
2021-03-19 07:00:00,2021-03-19 08:00:00,3450.666,1500.773,1435.321,2783.513,898.797,1694.367,713.025,2014.635,14491.097
2021-03-19 08:00:00,2021-03-19 09:00:00,3470.418,1542.101,1465.462,2825.934,920.117,1669.852,629.122,1970.112,14493.118
2021-03-19 09:00:00,2021-03-19 10:00:00,3355.997,1531.62,1444.647,2777.736,924.843,1575.483,508.052,1858.63,13977.008
