timestamp_begin_est,timestamp_end_est,LRZ 1,"LRZ 2, 7","LRZ 3, 5",LRZ 4,LRZ 6,"LRZ 8, 9, 10",System Total
2021-02-11 03:00:00,2021-02-11 04:00:00,12207.6,17311.1,11706.94,5964.57,12136.41,17207.28,76533.9
2021-02-11 04:00:00,2021-02-11 05:00:00,12256.45,17572.64,11765.73,5985.68,12254.13,17407.41,77242.04
2021-02-11 05:00:00,2021-02-11 06:00:00,12447.22,18264.41,11967.77,6056.36,12720.44,17716.02,79172.22
2021-02-11 06:00:00,2021-02-11 07:00:00,12959.34,19634.05,12420.26,6262.71,13199.21,18526.04,83001.61
2021-02-11 07:00:00,2021-02-11 08:00:00,13748.91,21046.52,13139.14,6602.6,13710.57,19780.51,88028.25
2021-02-11 08:00:00,2021-02-11 09:00:00,14232.59,21610.12,13625.06,6819.06,13798.17,20534.95,90619.95
2021-02-11 09:00:00,2021-02-11 10:00:00,14277.62,21721.41,13752.33,6923.63,13911.83,20924.43,91511.25
2021-02-11 10:00:00,2021-02-11 11:00:00,14103.36,21697.15,13725.76,6884.04,13873.56,21370.36,91654.23
2021-02-11 11:00:00,2021-02-11 12:00:00,13858.54,21518.11,13752.42,6831.29,13770.08,21627.85,91358.29
2021-02-11 12:00:00,2021-02-11 13:00:00,13650.47,21354.96,13575.63,6710.37,13559.69,21846.31,90697.43
2021-02-11 13:00:00,2021-02-11 14:00:00,13618.22,21176.47,13476.35,6597.09,13358.27,21943.46,90169.86
2021-02-11 14:00:00,2021-02-11 15:00:00,13556.35,20899.41,13277.28,6553.02,13223.35,22025.15,89534.56
2021-02-11 15:00:00,2021-02-11 16:00:00,13516.9,20609.9,13199.02,6511.32,13120.33,22133.78,89091.25
2021-02-11 16:00:00,2021-02-11 17:00:00,13590.81,20542.43,13234.21,6537.18,13178.95,22248.08,89331.66
2021-02-11 17:00:00,2021-02-11 18:00:00,13864.64,20892.61,13318.69,6612.86,13343.77,22484.21,90516.78
2021-02-11 18:00:00,2021-02-11 19:00:00,14088.05,21633.03,13596.81,6765.77,13763.7,23396.05,93243.41
2021-02-11 19:00:00,2021-02-11 20:00:00,14288.78,21591.89,13763.03,6865.31,13873.83,24038.33,94421.17
2021-02-11 20:00:00,2021-02-11 21:00:00,14048.88,21142.19,13578.37,6783.71,13778.17,23878.72,93210.04
2021-02-11 21:00:00,2021-02-11 22:00:00,13753.47,20390.91,13368.02,6683.08,13474.92,23588.21,91258.61
2021-02-11 22:00:00,2021-02-11 23:00:00,13437.06,19453.19,13029.71,6513.44,12957.46,22884.87,88275.73
2021-02-11 23:00:00,2021-02-12 00:00:00,13313.24,18495.59,12566.93,6303.63,12523.54,22116.08,85319.01
2021-02-12 00:00:00,2021-02-12 01:00:00,12944.85,17818.06,12234.67,6063.86,12201.14,21401.94,82664.52
2021-02-12 01:00:00,2021-02-12 02:00:00,12608.78,17383.62,12048.56,5949.64,12004.0,21029.08,81023.68
2021-02-12 02:00:00,2021-02-12 03:00:00,12399.76,17126.17,11950.05,5975.41,11894.04,20802.84,80148.27
2021-02-12 03:00:00,2021-02-12 04:00:00,12297.33,17030.75,11974.19,5979.46,11947.34,20836.91,80065.98
2021-02-12 04:00:00,2021-02-12 05:00:00,12326.15,17191.28,12074.05,5973.53,12009.47,20932.92,80507.4
2021-02-12 05:00:00,2021-02-12 06:00:00,12511.05,17801.15,12307.6,6065.24,12414.17,21487.59,82586.8
2021-02-12 06:00:00,2021-02-12 07:00:00,12983.19,18943.14,12772.74,6293.69,13028.88,22768.17,86789.81
2021-02-12 07:00:00,2021-02-12 08:00:00,13664.36,20189.15,13498.72,6583.56,13487.59,24335.68,91759.06
2021-02-12 08:00:00,2021-02-12 09:00:00,14085.27,20774.24,13968.17,6819.2,13553.23,25065.81,94265.92
2021-02-12 09:00:00,2021-02-12 10:00:00,14158.52,21153.08,14093.18,6940.81,13572.57,25411.94,95330.1
2021-02-12 10:00:00,2021-02-12 11:00:00,13913.8,21295.97,14046.66,6906.96,13406.65,25809.2,95379.24
2021-02-12 11:00:00,2021-02-12 12:00:00,13702.11,21203.9,13873.79,6852.92,13042.08,25966.52,94641.32
2021-02-12 12:00:00,2021-02-12 13:00:00,13559.74,20966.48,13675.59,6777.17,12825.86,25821.49,93626.33
2021-02-12 13:00:00,2021-02-12 14:00:00,13402.36,20661.22,13398.93,6692.38,12634.65,25590.54,92380.08
2021-02-12 14:00:00,2021-02-12 15:00:00,13292.84,20358.23,13290.41,6629.07,12547.06,25520.61,91638.22
2021-02-12 15:00:00,2021-02-12 16:00:00,13013.52,20068.02,13109.74,6568.44,12426.86,25520.78,90707.36
2021-02-12 16:00:00,2021-02-12 17:00:00,13017.95,20015.46,13081.68,6567.83,12493.59,25463.53,90640.04
2021-02-12 17:00:00,2021-02-12 18:00:00,13257.67,20229.15,13205.63,6670.92,12583.06,25748.12,91694.55
2021-02-12 18:00:00,2021-02-12 19:00:00,13741.31,20874.6,13709.47,6936.58,13011.67,26187.9,94461.53
2021-02-12 19:00:00,2021-02-12 20:00:00,14045.77,20849.96,14076.57,7130.46,13109.52,26746.46,95958.74
2021-02-12 20:00:00,2021-02-12 21:00:00,13873.17,20381.77,13944.72,7077.4,12953.06,26645.27,94875.39
2021-02-12 21:00:00,2021-02-12 22:00:00,13568.79,19780.07,13779.83,7006.52,12717.9,26374.98,93228.09
2021-02-12 22:00:00,2021-02-12 23:00:00,13359.55,18959.94,13459.77,6869.26,12436.1,25914.39,90999.01
2021-02-12 23:00:00,2021-02-13 00:00:00,13168.05,18070.82,13035.51,6713.59,12035.23,25183.79,88206.99
2021-02-13 00:00:00,2021-02-13 01:00:00,12896.57,17375.82,12707.95,6523.7,11713.58,24491.39,85709.01
2021-02-13 01:00:00,2021-02-13 02:00:00,12642.04,16902.44,12511.03,6431.92,11594.23,23902.95,83984.61
2021-02-13 02:00:00,2021-02-13 03:00:00,12390.1,16611.21,12383.61,6371.11,11489.58,23702.32,82947.93
2021-02-13 03:00:00,2021-02-13 04:00:00,12247.81,16463.65,12395.29,6385.94,11472.13,23711.41,82676.23
2021-02-13 04:00:00,2021-02-13 05:00:00,12198.49,16512.16,12406.27,6362.45,11543.48,23781.18,82804.03
2021-02-13 05:00:00,2021-02-13 06:00:00,12250.14,16839.79,12542.1,6344.48,11734.4,24044.69,83755.6
2021-02-13 06:00:00,2021-02-13 07:00:00,12452.73,17447.88,12752.94,6480.84,11993.01,24623.18,85750.58
2021-02-13 07:00:00,2021-02-13 08:00:00,12625.24,18073.77,13089.55,6637.64,12253.68,25448.0,88127.88
2021-02-13 08:00:00,2021-02-13 09:00:00,12721.68,18541.53,13384.28,6791.2,12507.52,26121.66,90067.87
2021-02-13 09:00:00,2021-02-13 10:00:00,12978.36,19180.22,13692.6,6976.02,12717.71,26844.04,92388.95
2021-02-13 10:00:00,2021-02-13 11:00:00,12979.38,19478.03,13786.29,7106.64,12795.47,27231.37,93377.18
2021-02-13 11:00:00,2021-02-13 12:00:00,12899.78,19516.16,13742.25,7011.02,12692.62,27158.46,93020.29
2021-02-13 12:00:00,2021-02-13 13:00:00,12789.96,19353.06,13480.42,6953.91,12554.88,26717.0,91849.23
2021-02-13 13:00:00,2021-02-13 14:00:00,12575.36,19156.05,13176.7,6817.39,12286.73,25903.49,89915.72
2021-02-13 14:00:00,2021-02-13 15:00:00,12338.34,18961.98,12941.38,6758.48,12196.42,25314.25,88510.85
2021-02-13 15:00:00,2021-02-13 16:00:00,12339.16,18831.85,12756.33,6714.0,12170.75,24687.76,87499.85
2021-02-13 16:00:00,2021-02-13 17:00:00,12423.37,18871.88,12671.17,6639.97,12221.68,24521.38,87349.45
2021-02-13 17:00:00,2021-02-13 18:00:00,12802.27,19168.6,12962.73,6833.48,12420.4,24658.59,88846.07
2021-02-13 18:00:00,2021-02-13 19:00:00,13336.05,19854.11,13434.82,7059.39,12720.77,25436.45,91841.59
2021-02-13 19:00:00,2021-02-13 20:00:00,13735.64,19959.53,13902.55,7251.29,12870.44,26396.45,94115.9
2021-02-13 20:00:00,2021-02-13 21:00:00,13561.53,19534.63,13789.57,7214.63,12828.23,26481.95,93410.54
2021-02-13 21:00:00,2021-02-13 22:00:00,13450.87,19031.57,13620.33,7136.16,12687.52,26475.13,92401.58
2021-02-13 22:00:00,2021-02-13 23:00:00,13183.04,18387.78,13385.9,6993.52,12389.52,26159.77,90499.53
2021-02-13 23:00:00,2021-02-14 00:00:00,13022.85,17582.76,12994.12,6798.57,12180.83,25541.66,88120.79
2021-02-14 00:00:00,2021-02-14 01:00:00,12844.37,16967.95,12782.43,6632.42,11994.7,25024.46,86246.33
2021-02-14 01:00:00,2021-02-14 02:00:00,12609.29,16588.05,12689.34,6560.67,11995.56,24727.0,85169.91
2021-02-14 02:00:00,2021-02-14 03:00:00,12436.41,16412.68,12656.93,6563.78,12021.74,24547.52,84639.06
2021-02-14 03:00:00,2021-02-14 04:00:00,12369.17,16325.55,12622.89,6540.07,12151.18,24447.11,84455.97
2021-02-14 04:00:00,2021-02-14 05:00:00,12354.41,16341.22,12614.91,6562.83,12245.7,24603.4,84722.47
2021-02-14 05:00:00,2021-02-14 06:00:00,12390.66,16533.93,12716.42,6615.39,12372.98,24910.14,85539.52
2021-02-14 06:00:00,2021-02-14 07:00:00,12509.66,16923.11,12888.06,6701.54,12708.53,25426.08,87156.98
2021-02-14 07:00:00,2021-02-14 08:00:00,12633.83,17387.54,13147.71,6809.86,13089.91,25989.61,89058.46
2021-02-14 08:00:00,2021-02-14 09:00:00,12792.37,17839.02,13282.19,6877.96,13381.68,26684.88,90858.1
2021-02-14 09:00:00,2021-02-14 10:00:00,12842.31,18287.18,13570.21,7037.18,13458.88,27604.04,92799.8
2021-02-14 10:00:00,2021-02-14 11:00:00,12722.18,18576.12,13612.88,7087.89,13353.26,28203.35,93555.68
2021-02-14 11:00:00,2021-02-14 12:00:00,12632.04,18688.48,13640.02,7044.27,13092.69,28369.52,93467.02
2021-02-14 12:00:00,2021-02-14 13:00:00,12575.95,18706.89,13534.56,7003.45,12767.44,28239.31,92827.6
2021-02-14 13:00:00,2021-02-14 14:00:00,12512.12,18555.28,13433.11,6928.88,12465.12,27977.27,91871.78
2021-02-14 14:00:00,2021-02-14 15:00:00,12345.53,18373.3,13416.46,6889.96,12225.37,27686.53,90937.15
2021-02-14 15:00:00,2021-02-14 16:00:00,12268.92,18356.69,13442.6,6947.02,12165.68,27442.8,90623.71
2021-02-14 16:00:00,2021-02-14 17:00:00,12334.81,18635.41,13568.44,7008.61,12331.26,27340.52,91219.05
2021-02-14 17:00:00,2021-02-14 18:00:00,12686.63,19162.49,13826.58,7221.4,12804.14,27707.36,93408.6
2021-02-14 18:00:00,2021-02-14 19:00:00,13320.73,20090.86,14309.24,7444.64,13389.97,28426.87,96982.31
2021-02-14 19:00:00,2021-02-14 20:00:00,13750.62,20254.51,14524.65,7597.51,13642.63,29214.31,98984.23
2021-02-14 20:00:00,2021-02-14 21:00:00,13616.09,19912.21,14474.34,7509.48,13605.96,29220.75,98338.83
2021-02-14 21:00:00,2021-02-14 22:00:00,13461.5,19368.27,14263.12,7389.58,13390.18,29027.3,96899.95
2021-02-14 22:00:00,2021-02-14 23:00:00,13155.62,18653.56,13897.18,7203.69,13067.12,28532.92,94510.09
2021-02-14 23:00:00,2021-02-15 00:00:00,13015.93,18012.06,13463.49,7092.77,12808.96,27843.79,92237.0
2021-02-15 00:00:00,2021-02-15 01:00:00,12775.47,17506.25,13178.61,6921.4,12652.3,27309.14,90343.17
2021-02-15 01:00:00,2021-02-15 02:00:00,12557.2,17163.4,13081.78,6876.89,12537.33,27223.68,89440.28
2021-02-15 02:00:00,2021-02-15 03:00:00,12421.79,17021.4,12994.01,6841.64,12562.82,27132.49,88974.15
2021-02-15 03:00:00,2021-02-15 04:00:00,12383.77,17071.17,13012.72,6835.9,12678.4,27168.54,89150.5
2021-02-15 04:00:00,2021-02-15 05:00:00,12403.33,17350.47,12988.93,6809.6,12894.37,27322.55,89769.25
2021-02-15 05:00:00,2021-02-15 06:00:00,12658.02,18061.6,13235.53,6926.71,13243.74,27725.37,91850.97
2021-02-15 06:00:00,2021-02-15 07:00:00,13101.91,19277.09,13572.14,7135.24,13752.16,27622.15,94460.69
2021-02-15 07:00:00,2021-02-15 08:00:00,13539.44,20463.88,14210.2,7383.13,14184.07,28041.72,97822.44
2021-02-15 08:00:00,2021-02-15 09:00:00,13839.92,21180.52,14578.13,7509.81,14338.88,28596.65,100043.91
2021-02-15 09:00:00,2021-02-15 10:00:00,13804.71,21655.77,14892.73,7661.75,14420.81,28957.11,101392.88
2021-02-15 10:00:00,2021-02-15 11:00:00,13514.13,21842.93,15060.75,7791.86,14420.27,29265.17,101895.11
2021-02-15 11:00:00,2021-02-15 12:00:00,13445.6,21785.27,15044.34,7845.55,14463.93,29053.0,101637.69
2021-02-15 12:00:00,2021-02-15 13:00:00,13433.91,21713.24,15089.01,7840.89,14385.81,28680.37,101143.23
2021-02-15 13:00:00,2021-02-15 14:00:00,13205.97,21579.56,14934.5,7703.29,14513.9,28236.18,100173.4
2021-02-15 14:00:00,2021-02-15 15:00:00,13091.78,21427.17,14827.88,7650.15,14400.68,27860.41,99258.07
2021-02-15 15:00:00,2021-02-15 16:00:00,12924.47,21242.25,14680.8,7584.87,14167.71,27518.67,98118.77
2021-02-15 16:00:00,2021-02-15 17:00:00,12843.45,21215.26,14648.56,7541.94,14194.82,27459.23,97903.26
2021-02-15 17:00:00,2021-02-15 18:00:00,12978.46,21553.84,14775.46,7612.27,14228.72,27952.54,99101.29
2021-02-15 18:00:00,2021-02-15 19:00:00,13295.83,22166.44,14991.08,7773.0,14448.35,28599.1,101273.8
2021-02-15 19:00:00,2021-02-15 20:00:00,13704.97,22143.12,15094.35,7845.07,14400.56,29413.22,102601.29
2021-02-15 20:00:00,2021-02-15 21:00:00,13599.48,21584.78,14866.18,7689.83,14024.06,29311.08,101075.41
2021-02-15 21:00:00,2021-02-15 22:00:00,13443.18,20848.78,14545.21,7505.19,13735.56,28973.53,99051.45
2021-02-15 22:00:00,2021-02-15 23:00:00,13428.21,19864.79,14204.34,7285.66,13423.6,28531.44,96738.04
2021-02-15 23:00:00,2021-02-16 00:00:00,13204.42,18968.0,13701.77,7020.26,13035.73,27977.32,93907.5
2021-02-16 00:00:00,2021-02-16 01:00:00,12936.99,18298.65,13348.3,6831.99,12768.22,27578.18,91762.33
2021-02-16 01:00:00,2021-02-16 02:00:00,12726.89,17869.38,13176.76,6754.01,12513.91,27445.83,90486.78
2021-02-16 02:00:00,2021-02-16 03:00:00,12524.35,17527.32,13121.84,6673.76,12427.68,27534.52,89809.47
2021-02-16 03:00:00,2021-02-16 04:00:00,12434.32,17434.87,13151.36,6654.08,12445.38,27672.19,89792.2
2021-02-16 04:00:00,2021-02-16 05:00:00,12443.48,17565.95,13209.23,6645.83,12490.41,27850.73,90205.63
2021-02-16 05:00:00,2021-02-16 06:00:00,12646.3,18158.82,13474.52,6785.0,12740.57,27904.46,91709.67
2021-02-16 06:00:00,2021-02-16 07:00:00,13097.81,19177.4,13880.85,6980.09,13129.71,28099.37,94365.23
2021-02-16 07:00:00,2021-02-16 08:00:00,13706.17,20300.38,14492.46,7315.2,13446.99,28492.5,97753.7
2021-02-16 08:00:00,2021-02-16 09:00:00,14096.33,20790.31,14643.78,7211.88,13561.97,27902.39,98206.66
2021-02-16 09:00:00,2021-02-16 10:00:00,13912.39,21121.5,14604.39,7149.6,13476.75,28006.07,98270.7
2021-02-16 10:00:00,2021-02-16 11:00:00,13416.43,21230.66,14371.52,7092.41,13323.45,27914.85,97349.32
2021-02-16 11:00:00,2021-02-16 12:00:00,13111.94,21257.36,14051.2,6922.9,13046.75,27473.74,95863.89
2021-02-16 12:00:00,2021-02-16 13:00:00,13018.28,21085.56,13831.71,6845.5,12829.96,26914.86,94525.87
2021-02-16 13:00:00,2021-02-16 14:00:00,12845.99,20863.08,13462.48,6774.17,12488.92,26151.63,92586.27
2021-02-16 14:00:00,2021-02-16 15:00:00,12671.15,20580.12,13154.02,6638.83,12381.94,25372.49,90798.55
2021-02-16 15:00:00,2021-02-16 16:00:00,12493.65,20249.0,12860.78,6490.22,12265.86,24796.34,89155.85
2021-02-16 16:00:00,2021-02-16 17:00:00,12469.19,20096.4,12764.27,6441.34,12372.31,24693.65,88837.16
2021-02-16 17:00:00,2021-02-16 18:00:00,12654.58,20388.81,12870.82,6578.91,12698.46,25102.1,90293.68
2021-02-16 18:00:00,2021-02-16 19:00:00,13056.96,21202.41,13422.48,6937.61,13478.66,26227.25,94325.37
2021-02-16 19:00:00,2021-02-16 20:00:00,13482.24,21482.03,13941.22,7289.41,13886.15,27524.11,97605.16
2021-02-16 20:00:00,2021-02-16 21:00:00,13372.98,21054.15,13886.44,7252.37,13862.04,26864.97,96292.95
2021-02-16 21:00:00,2021-02-16 22:00:00,13164.59,20390.99,13649.22,7159.59,13717.62,26696.97,94778.98
2021-02-16 22:00:00,2021-02-16 23:00:00,13110.98,19504.95,13365.63,6999.2,13386.45,26678.23,93045.44
2021-02-16 23:00:00,2021-02-17 00:00:00,12705.84,18629.36,12845.62,6716.49,13106.22,25881.35,89884.88
2021-02-17 00:00:00,2021-02-17 01:00:00,12339.4,17966.35,12566.25,6601.56,13011.3,25280.9,87765.76
2021-02-17 01:00:00,2021-02-17 02:00:00,12103.13,17669.24,12417.92,6585.15,13009.04,24986.26,86770.74
2021-02-17 02:00:00,2021-02-17 03:00:00,11940.54,17550.79,12350.23,6446.68,13048.1,24936.76,86273.1
2021-02-17 03:00:00,2021-02-17 04:00:00,11814.8,17450.12,12341.37,6449.29,13075.28,24944.1,86074.96
2021-02-17 04:00:00,2021-02-17 05:00:00,11802.25,17667.4,12339.92,6452.29,13212.39,24997.89,86472.14
2021-02-17 05:00:00,2021-02-17 06:00:00,12014.77,18414.33,12504.69,6571.53,13679.79,25270.82,88455.93
2021-02-17 06:00:00,2021-02-17 07:00:00,12488.75,19696.62,12814.32,6767.75,14304.71,25834.37,91906.52
2021-02-17 07:00:00,2021-02-17 08:00:00,13112.41,20955.83,13463.23,7066.36,14776.49,26560.6,95934.92
2021-02-17 08:00:00,2021-02-17 09:00:00,13555.17,21456.37,13848.69,7235.48,14731.11,26943.6,97770.42
2021-02-17 09:00:00,2021-02-17 10:00:00,13575.08,21562.74,13965.59,7338.5,14414.78,27070.26,97926.95
2021-02-17 10:00:00,2021-02-17 11:00:00,13364.04,21533.56,13847.69,7251.92,14151.98,27001.56,97150.75
2021-02-17 11:00:00,2021-02-17 12:00:00,13155.16,21413.86,13646.76,7134.38,13811.76,26785.08,95947.0
2021-02-17 12:00:00,2021-02-17 13:00:00,13009.77,21244.4,13397.15,6951.77,13416.98,26322.45,94342.52
2021-02-17 13:00:00,2021-02-17 14:00:00,12929.58,21108.69,13120.5,6802.81,13207.9,25784.33,92953.81
2021-02-17 14:00:00,2021-02-17 15:00:00,12893.84,20920.3,12939.4,6731.08,13005.06,25268.96,91758.64
2021-02-17 15:00:00,2021-02-17 16:00:00,12907.69,20642.39,12916.29,6647.7,12972.99,24931.77,91018.83
2021-02-17 16:00:00,2021-02-17 17:00:00,12927.98,20503.16,12927.61,6673.24,13081.88,24725.07,90838.94
2021-02-17 17:00:00,2021-02-17 18:00:00,13096.1,20690.63,13083.06,6823.12,13402.45,24811.12,91906.48
2021-02-17 18:00:00,2021-02-17 19:00:00,13336.7,21411.7,13352.8,7044.22,13768.54,25051.64,93965.6
2021-02-17 19:00:00,2021-02-17 20:00:00,13658.13,21585.61,13611.66,7216.06,13828.59,25247.69,95147.74
2021-02-17 20:00:00,2021-02-17 21:00:00,13450.41,21119.95,13401.41,7097.97,13645.5,24940.98,93656.22
2021-02-17 21:00:00,2021-02-17 22:00:00,13092.23,20416.87,13160.07,6924.43,13498.21,24557.99,91649.8
2021-02-17 22:00:00,2021-02-17 23:00:00,12629.9,19447.37,12710.59,6676.6,12989.11,23842.54,88296.11
2021-02-17 23:00:00,2021-02-18 00:00:00,12224.54,18491.88,12230.22,6413.97,12559.61,22952.41,84872.63
2021-02-18 00:00:00,2021-02-18 01:00:00,11877.38,17770.08,11932.07,6288.83,12263.12,22255.84,82387.32
2021-02-18 01:00:00,2021-02-18 02:00:00,11624.89,17399.91,11761.28,6164.22,12096.45,21883.08,80929.83
2021-02-18 02:00:00,2021-02-18 03:00:00,11434.07,17188.13,11677.82,6071.65,12106.64,21733.21,80211.52
2021-02-18 03:00:00,2021-02-18 04:00:00,11305.45,17074.23,11676.57,6075.1,12128.25,21680.18,79939.78
2021-02-18 04:00:00,2021-02-18 05:00:00,11321.16,17262.75,11714.49,6041.2,12315.91,21736.13,80391.64
2021-02-18 05:00:00,2021-02-18 06:00:00,11518.42,17972.21,11990.48,6150.1,12743.21,22069.26,82443.68
2021-02-18 06:00:00,2021-02-18 07:00:00,12016.63,19273.54,12440.55,6381.07,13254.6,22786.01,86152.4
2021-02-18 07:00:00,2021-02-18 08:00:00,12660.26,20548.82,13127.66,6638.74,13675.44,23663.99,90314.91
2021-02-18 08:00:00,2021-02-18 09:00:00,13146.34,21170.19,13471.93,6765.08,13767.34,24129.3,92450.18
2021-02-18 09:00:00,2021-02-18 10:00:00,13187.02,21412.45,13450.54,6790.61,13727.12,24449.44,93017.18
2021-02-18 10:00:00,2021-02-18 11:00:00,13117.38,21451.7,13135.59,6677.28,13598.9,24601.72,92582.57
2021-02-18 11:00:00,2021-02-18 12:00:00,12959.67,21300.17,12822.82,6564.24,13293.32,24529.85,91470.07
2021-02-18 12:00:00,2021-02-18 13:00:00,12695.08,21067.85,12576.94,6411.64,12955.41,24150.18,89857.1
2021-02-18 13:00:00,2021-02-18 14:00:00,12497.05,20854.51,12328.23,6254.92,12767.09,23646.28,88348.08
2021-02-18 14:00:00,2021-02-18 15:00:00,12412.95,20657.87,12152.54,6153.56,12561.24,23180.02,87118.18
2021-02-18 15:00:00,2021-02-18 16:00:00,12354.53,20391.32,11913.47,6089.43,12435.99,23044.25,86228.99
2021-02-18 16:00:00,2021-02-18 17:00:00,12362.64,20276.92,11801.43,6050.6,12580.06,23180.65,86252.3
2021-02-18 17:00:00,2021-02-18 18:00:00,12617.87,20458.83,11930.8,6191.23,12858.53,23642.78,87700.04
2021-02-18 18:00:00,2021-02-18 19:00:00,12951.49,21005.42,12374.69,6515.95,13324.43,24494.32,90666.3
2021-02-18 19:00:00,2021-02-18 20:00:00,13206.97,21182.45,12886.18,6809.15,13555.29,25685.14,93325.18
2021-02-18 20:00:00,2021-02-18 21:00:00,13065.89,20700.51,12939.09,6802.7,13444.14,25808.64,92760.97
2021-02-18 21:00:00,2021-02-18 22:00:00,12802.86,19984.35,12835.86,6724.31,13221.32,25495.77,91064.47
2021-02-18 22:00:00,2021-02-18 23:00:00,12411.92,19017.84,12519.73,6614.64,12793.4,24964.56,88322.09
2021-02-18 23:00:00,2021-02-19 00:00:00,12021.98,18099.01,11996.48,6479.42,12525.0,24269.92,85391.81
2021-02-19 00:00:00,2021-02-19 01:00:00,11650.66,17408.95,11786.94,6337.88,12353.33,23875.26,83413.02
2021-02-19 01:00:00,2021-02-19 02:00:00,11488.68,17023.73,11693.92,6200.36,12198.97,23626.86,82232.52
2021-02-19 02:00:00,2021-02-19 03:00:00,11239.56,16802.63,11616.61,6182.04,12253.34,23632.93,81727.11
2021-02-19 03:00:00,2021-02-19 04:00:00,11153.23,16694.08,11656.32,6251.56,12374.9,23802.03,81932.12
2021-02-19 04:00:00,2021-02-19 05:00:00,11238.41,16860.32,11763.24,6297.53,12656.08,24106.8,82922.38
2021-02-19 05:00:00,2021-02-19 06:00:00,11418.79,17490.35,11994.23,6422.0,13177.07,24642.72,85145.16
2021-02-19 06:00:00,2021-02-19 07:00:00,11899.2,18724.67,12443.64,6643.19,13934.65,25559.0,89204.35
2021-02-19 07:00:00,2021-02-19 08:00:00,12618.04,19897.23,13173.22,6911.6,14438.11,26666.16,93704.36
2021-02-19 08:00:00,2021-02-19 09:00:00,13070.3,20547.92,13562.08,7029.95,14354.05,27055.72,95620.02
2021-02-19 09:00:00,2021-02-19 10:00:00,13035.79,20763.47,13401.1,6853.25,13899.79,26517.5,94470.9
