timestamp_begin_ct,timestamp_end_ct,Coast,East,Far West,North,North Central,Southern,South Central,West,System Total
2021-02-08 11:00:00,2021-02-08 12:00:00,11374.8,1579.01,3784.24,1015.51,13282.33,2920.24,6190.65,1135.4,41282.17
2021-02-08 12:00:00,2021-02-08 13:00:00,11327.26,1532.36,3793.48,1017.31,12934.48,2989.62,6077.11,1078.98,40750.6
2021-02-08 13:00:00,2021-02-08 14:00:00,11387.11,1504.32,3791.57,1023.31,12498.28,3074.08,6020.32,1061.87,40360.85
2021-02-08 14:00:00,2021-02-08 15:00:00,11269.46,1499.75,3772.86,1025.73,11906.76,3145.94,5957.65,1076.65,39654.8
2021-02-08 15:00:00,2021-02-08 16:00:00,11164.58,1468.66,3745.53,1039.71,11518.91,3217.15,5892.97,1069.61,39117.12
2021-02-08 16:00:00,2021-02-08 17:00:00,11100.03,1490.94,3729.13,1017.6,11432.63,3325.18,6033.34,1113.95,39242.8
2021-02-08 17:00:00,2021-02-08 18:00:00,11161.64,1508.07,3680.43,983.77,11729.64,3313.39,6211.42,1199.37,39787.74
2021-02-08 18:00:00,2021-02-08 19:00:00,11414.3,1595.31,3689.52,1034.06,12459.29,3295.48,6514.71,1339.73,41342.4
2021-02-08 19:00:00,2021-02-08 20:00:00,11378.67,1610.75,3709.83,1041.29,12720.49,3302.17,6552.66,1383.1,41698.97
2021-02-08 20:00:00,2021-02-08 21:00:00,11144.21,1576.2,3694.27,1029.6,12824.55,3206.08,6319.6,1331.2,41125.7
2021-02-08 21:00:00,2021-02-08 22:00:00,10797.83,1502.49,3760.35,1009.76,12631.14,3073.63,6053.06,1195.63,40023.89
2021-02-08 22:00:00,2021-02-08 23:00:00,10293.19,1402.4,3798.81,981.59,12110.17,2880.57,5615.44,1070.63,38152.81
2021-02-08 23:00:00,2021-02-09 00:00:00,9782.34,1245.15,3766.85,969.75,11640.67,2656.11,5193.13,1024.93,36278.93
2021-02-18 00:00:00,2021-02-18 01:00:00,10544.53,2184.86,1733.08,1213.66,18093.17,3610.15,8973.09,1580.37,47932.91
2021-02-18 01:00:00,2021-02-18 02:00:00,10224.7,2186.94,1738.57,1203.34,18054.39,3701.01,9046.38,1605.82,47761.14
2021-02-18 02:00:00,2021-02-18 03:00:00,10164.53,2179.47,1743.52,1209.64,17985.25,3775.95,9124.98,1582.57,47765.92
2021-02-18 03:00:00,2021-02-18 04:00:00,10154.53,2163.62,1751.0,1212.65,17986.97,3863.9,9213.88,1589.33,47935.87
2021-02-18 04:00:00,2021-02-18 05:00:00,10278.91,2178.94,1777.91,1232.39,18095.63,3968.97,9405.72,1601.14,48539.61
2021-02-18 05:00:00,2021-02-18 06:00:00,10602.63,2216.06,1811.05,1259.78,18453.19,4162.08,9687.08,1633.67,49825.54
2021-02-18 06:00:00,2021-02-18 07:00:00,10914.88,2264.7,1903.83,1307.97,19047.46,4369.46,9982.92,1679.2,51470.41
2021-02-18 07:00:00,2021-02-18 08:00:00,11091.97,2294.48,1891.99,1332.18,19578.99,4511.41,10200.94,1750.12,52652.07
2021-02-18 08:00:00,2021-02-18 09:00:00,11391.51,2316.14,1883.2,1348.66,19947.04,4701.45,10440.33,1774.15,53802.49
2021-02-18 09:00:00,2021-02-18 10:00:00,11741.01,2329.01,1878.28,1333.7,20272.16,4930.71,10689.55,1800.01,54974.42
2021-02-18 10:00:00,2021-02-18 11:00:00,11952.75,2324.23,1872.22,1294.72,20334.7,5073.19,10789.02,1784.98,55425.81
2021-02-18 11:00:00,2021-02-18 12:00:00,12054.2,2311.04,1878.7,1227.53,20143.97,5088.49,10755.24,1728.91,55188.08
2021-02-18 12:00:00,2021-02-18 13:00:00,11771.96,2278.95,1856.59,1148.19,19718.81,4961.81,10533.97,1689.31,53959.6
2021-02-18 13:00:00,2021-02-18 14:00:00,11326.21,2243.61,1833.95,1098.19,19009.73,4815.06,10317.15,1637.68,52281.59
2021-02-18 14:00:00,2021-02-18 15:00:00,11085.75,2182.54,1815.5,1059.82,18369.71,4682.58,10110.94,1599.82,50906.66
2021-02-18 15:00:00,2021-02-18 16:00:00,10926.78,2166.35,1810.36,1030.32,17939.92,4577.92,10016.81,1612.77,50081.24
2021-02-18 16:00:00,2021-02-18 17:00:00,10948.74,2193.55,1816.55,1032.8,17922.66,4554.69,10066.44,1629.96,50165.39
2021-02-18 17:00:00,2021-02-18 18:00:00,11305.68,2276.63,1803.19,1082.98,18395.89,4699.0,10258.71,1643.64,51465.71
2021-02-18 18:00:00,2021-02-18 19:00:00,11929.82,2389.31,1847.03,1170.18,19539.14,4955.98,10601.67,1711.15,54144.28
2021-02-18 19:00:00,2021-02-18 20:00:00,12025.03,2418.17,1923.49,1198.94,19932.71,5107.65,10600.06,1742.09,54948.12
2021-02-18 20:00:00,2021-02-18 21:00:00,11895.95,2401.42,1942.26,1203.55,19877.74,5141.45,10408.28,1750.4,54621.04
2021-02-18 21:00:00,2021-02-18 22:00:00,11667.56,2379.87,1930.65,1197.92,19699.54,5110.38,10204.42,1733.56,53923.91
2021-02-18 22:00:00,2021-02-18 23:00:00,11338.17,2335.37,1900.15,1178.55,19334.89,5025.17,9928.69,1697.52,52738.52
2021-02-18 23:00:00,2021-02-19 00:00:00,11045.25,2317.53,1882.71,1182.78,19032.15,4899.53,9760.19,1679.53,51799.67
2021-02-19 00:00:00,2021-02-19 01:00:00,10861.05,2318.37,1865.1,1192.32,18841.86,4787.1,9691.4,1681.08,51238.27
2021-02-19 01:00:00,2021-02-19 02:00:00,10782.89,2331.29,1866.75,1206.47,18904.06,4736.61,9732.34,1709.41,51269.81
2021-02-19 02:00:00,2021-02-19 03:00:00,10787.88,2354.39,1874.1,1228.39,19070.73,4732.23,9841.28,1724.85,51613.85
2021-02-19 03:00:00,2021-02-19 04:00:00,10899.27,2381.52,1881.19,1257.1,19326.77,4730.0,9999.27,1748.75,52223.87
2021-02-19 04:00:00,2021-02-19 05:00:00,11135.53,2417.57,1896.43,1295.43,19745.28,4778.17,10245.05,1784.57,53298.03
2021-02-19 05:00:00,2021-02-19 06:00:00,11464.56,2492.22,1924.64,1341.52,20378.73,4958.44,10576.6,1860.22,54996.93
2021-02-19 06:00:00,2021-02-19 07:00:00,11908.12,2593.87,1963.18,1396.89,21216.19,5211.71,11020.94,1930.36,57241.27
2021-02-19 07:00:00,2021-02-19 08:00:00,12057.63,2632.57,1981.49,1445.8,21697.11,5359.46,11260.23,1972.82,58407.12
2021-02-19 08:00:00,2021-02-19 09:00:00,11964.08,2528.54,1955.53,1390.5,21114.19,5237.34,10918.25,1910.98,57019.41
2021-02-19 09:00:00,2021-02-19 10:00:00,11751.22,2396.42,1890.96,1343.73,19990.3,5010.15,10282.86,1730.58,54396.22
2021-02-19 10:00:00,2021-02-19 11:00:00,11392.42,2271.27,1838.94,1272.43,18897.75,4709.67,9654.6,1561.26,51598.33
2021-02-19 11:00:00,2021-02-19 12:00:00,10870.49,2151.26,1804.36,1209.01,17869.73,4331.4,9091.45,1418.79,48746.5
2021-02-19 12:00:00,2021-02-19 13:00:00,10361.65,2052.59,1751.47,1145.55,16923.65,3959.8,8519.6,1307.72,46022.05
2021-02-19 13:00:00,2021-02-19 14:00:00,9878.91,1975.75,1714.79,1105.13,16067.06,3638.08,8009.37,1205.54,43594.62
2021-02-19 14:00:00,2021-02-19 15:00:00,9426.39,1890.64,1718.71,1050.95,15288.43,3333.48,7621.53,1140.74,41470.87
2021-02-19 15:00:00,2021-02-19 16:00:00,9127.47,1854.68,1760.68,1024.14,14744.37,3111.86,7322.52,1092.82,40038.54
2021-02-19 16:00:00,2021-02-19 17:00:00,8982.56,1866.18,1791.14,1015.87,14553.03,2999.91,7248.65,1065.21,39522.56
2021-02-19 17:00:00,2021-02-19 18:00:00,9159.07,1951.68,1761.66,994.73,15039.44,3036.64,7479.58,1201.1,40623.9
2021-02-19 18:00:00,2021-02-19 19:00:00,9859.18,2154.28,1795.87,1052.26,16295.45,3362.86,8244.5,1325.8,44090.21
2021-02-19 19:00:00,2021-02-19 20:00:00,10330.9,2240.15,1845.04,1108.3,17115.56,3749.73,8838.2,1561.92,46789.81
2021-02-19 20:00:00,2021-02-19 21:00:00,10525.2,2263.57,1897.63,1131.55,17442.32,3939.37,9012.76,1611.17,47823.57
2021-02-19 21:00:00,2021-02-19 22:00:00,10572.32,2264.34,1902.38,1127.8,17529.15,4095.92,9078.27,1628.93,48199.11
2021-02-19 22:00:00,2021-02-19 23:00:00,10438.21,2227.11,1945.2,1107.72,17313.23,4163.47,8988.55,1581.3,47764.78
2021-02-19 23:00:00,2021-02-20 00:00:00,10279.09,2210.99,1980.64,1092.21,17052.31,4173.41,8888.74,1522.75,47200.13
2021-02-21 00:00:00,2021-02-21 01:00:00,8350.92,1664.66,2521.45,850.98,12793.82,2727.7,6168.0,1167.04,36244.57
2021-02-21 01:00:00,2021-02-21 02:00:00,8188.36,1663.02,2509.41,844.23,12578.17,2684.1,6088.21,1156.65,35712.13
2021-02-21 02:00:00,2021-02-21 03:00:00,8084.75,1662.73,2482.47,848.41,12426.57,2647.62,6076.73,1151.23,35380.52
2021-02-21 03:00:00,2021-02-21 04:00:00,8064.23,1672.93,2528.25,839.3,12316.8,2634.4,6070.62,1146.1,35272.63
2021-02-21 04:00:00,2021-02-21 05:00:00,8090.36,1684.76,2552.97,827.33,12262.68,2658.13,6079.65,1171.75,35327.61
2021-02-21 05:00:00,2021-02-21 06:00:00,8198.12,1705.27,2592.65,831.6,12309.12,2748.77,6141.71,1175.34,35702.57
2021-02-21 06:00:00,2021-02-21 07:00:00,8379.13,1740.76,2569.69,867.68,12555.88,2845.56,6303.28,1242.4,36504.37
2021-02-21 07:00:00,2021-02-21 08:00:00,8390.81,1768.15,2566.92,896.44,12836.27,2874.25,6449.03,1315.58,37097.46
2021-02-21 08:00:00,2021-02-21 09:00:00,8390.9,1780.75,2477.2,941.13,13152.3,2782.2,6433.9,1269.87,37228.26
2021-02-21 09:00:00,2021-02-21 10:00:00,8330.21,1758.3,2443.67,987.58,13236.23,2656.51,6191.06,1187.9,36791.47
2021-02-21 10:00:00,2021-02-21 11:00:00,8180.6,1685.37,2362.84,953.16,12910.54,2571.25,5869.54,1173.59,35706.89
2021-02-21 11:00:00,2021-02-21 12:00:00,7977.94,1593.76,2387.86,820.97,12303.95,2462.87,5672.29,1189.2,34408.83
2021-02-21 12:00:00,2021-02-21 13:00:00,7874.46,1510.92,2389.93,766.02,11624.35,2400.42,5488.71,1124.17,33178.98
2021-02-21 13:00:00,2021-02-21 14:00:00,7804.0,1435.74,2393.95,727.05,11047.96,2374.5,5295.76,1074.82,32153.77
2021-02-21 14:00:00,2021-02-21 15:00:00,7714.01,1369.44,2418.41,692.0,10607.82,2352.39,5167.21,1046.41,31367.69
2021-02-21 15:00:00,2021-02-21 16:00:00,7702.54,1326.87,2518.41,684.25,10374.14,2368.35,5149.4,1043.54,31167.5
2021-02-21 16:00:00,2021-02-21 17:00:00,7722.05,1316.97,2558.52,677.07,10363.59,2419.83,5250.96,1055.63,31364.63
2021-02-21 17:00:00,2021-02-21 18:00:00,7849.0,1347.83,2640.59,707.41,10622.85,2474.87,5449.56,1025.11,32117.22
2021-02-21 18:00:00,2021-02-21 19:00:00,8230.55,1454.09,2709.56,744.77,11301.88,2510.75,5792.65,1025.69,33769.95
2021-02-21 19:00:00,2021-02-21 20:00:00,8461.9,1496.73,2854.37,771.49,11741.02,2615.55,5985.96,1080.0,35007.03
2021-02-21 20:00:00,2021-02-21 21:00:00,8370.2,1483.06,2937.99,772.92,11741.78,2589.75,5834.11,1040.57,34770.38
2021-02-21 21:00:00,2021-02-21 22:00:00,8150.46,1444.32,2911.83,767.78,11522.0,2523.06,5627.27,1064.78,34011.51
2021-02-21 22:00:00,2021-02-21 23:00:00,7839.33,1368.03,2866.34,759.25,11008.24,2370.01,5309.36,1081.52,32602.08
2021-02-21 23:00:00,2021-02-22 00:00:00,7476.03,1291.77,2841.37,746.12,10577.28,2193.65,4963.89,1074.37,31164.47
2021-02-22 00:00:00,2021-02-22 01:00:00,7214.18,1269.5,2833.55,743.07,10366.11,2002.31,4767.21,1086.4,30282.33
2021-02-22 01:00:00,2021-02-22 02:00:00,7066.24,1276.69,2830.08,772.37,10433.39,1897.72,4599.67,1131.97,30008.13
2021-02-22 02:00:00,2021-02-22 03:00:00,6981.76,1315.14,2823.72,811.29,10670.73,1859.65,4624.86,1208.73,30295.87
2021-02-22 03:00:00,2021-02-22 04:00:00,6973.7,1374.96,2802.11,864.35,11161.02,1882.1,4744.4,1277.77,31080.4
2021-02-22 04:00:00,2021-02-22 05:00:00,7170.84,1473.47,2823.64,929.69,11931.24,1946.09,4983.01,1316.51,32574.5
2021-02-22 05:00:00,2021-02-22 06:00:00,7605.81,1622.52,2886.32,1008.98,13124.33,2096.21,5484.36,1389.9,35218.42
2021-02-22 06:00:00,2021-02-22 07:00:00,8252.18,1822.89,2954.48,1086.0,14664.66,2322.63,6212.53,1567.75,38883.13
2021-02-22 07:00:00,2021-02-22 08:00:00,8556.05,1910.06,2999.8,1085.99,15457.57,2437.1,6629.83,1652.78,40729.18
2021-02-22 08:00:00,2021-02-22 09:00:00,8584.48,1812.25,3026.11,1025.03,14753.22,2452.95,6464.85,1487.03,39605.93
2021-02-22 09:00:00,2021-02-22 10:00:00,8584.42,1681.11,2975.19,991.8,13740.75,2479.06,6106.82,1351.29,37910.45
2021-02-22 10:00:00,2021-02-22 11:00:00,8578.86,1570.69,2852.6,924.01,12956.04,2462.22,5822.73,1342.05,36509.21
2021-02-22 11:00:00,2021-02-22 12:00:00,8598.21,1492.11,2800.89,848.75,12344.37,2483.32,5656.12,1331.23,35555.01
2021-02-22 12:00:00,2021-02-22 13:00:00,8622.85,1430.27,2827.83,800.17,11852.92,2519.27,5543.32,1287.46,34884.09
2021-02-22 13:00:00,2021-02-22 14:00:00,8689.4,1396.2,2859.1,774.81,11469.72,2563.48,5510.7,1245.35,34508.75
2021-02-22 14:00:00,2021-02-22 15:00:00,8750.23,1372.15,2893.9,755.19,11155.3,2630.92,5492.44,1195.42,34245.55
2021-02-22 15:00:00,2021-02-22 16:00:00,8816.0,1353.51,2913.26,742.17,10954.42,2691.05,5524.48,1151.42,34146.3
2021-02-22 16:00:00,2021-02-22 17:00:00,8832.08,1355.17,3093.21,735.8,10903.17,2719.11,5675.55,1132.07,34446.15
2021-02-22 17:00:00,2021-02-22 18:00:00,8781.59,1366.0,3184.69,718.04,11075.35,2690.56,5841.27,1074.59,34732.09
2021-02-22 18:00:00,2021-02-22 19:00:00,8915.59,1455.71,3176.44,731.86,11587.09,2729.61,6089.75,1101.87,35787.91
2021-02-22 19:00:00,2021-02-22 20:00:00,8962.48,1507.4,3235.28,759.53,11953.77,2818.38,6226.12,1186.81,36649.78
2021-02-22 20:00:00,2021-02-22 21:00:00,8791.12,1516.27,3267.35,752.34,11866.96,2761.26,6088.79,1192.81,36236.89
2021-02-22 21:00:00,2021-02-22 22:00:00,8538.53,1479.0,3315.66,741.46,11532.37,2653.8,5840.11,1140.61,35241.54
2021-02-22 22:00:00,2021-02-22 23:00:00,8134.18,1426.11,3273.97,707.3,11000.61,2487.88,5472.77,1126.23,33629.05
2021-02-22 23:00:00,2021-02-23 00:00:00,7742.86,1367.81,3256.27,690.04,10341.43,2291.53,5134.86,1078.25,31903.05
2021-02-23 00:00:00,2021-02-23 01:00:00,7491.32,1331.04,3281.77,669.75,9964.62,2132.5,4889.9,1028.54,30789.44
2021-02-23 01:00:00,2021-02-23 02:00:00,7381.62,1346.51,3315.68,675.8,9813.65,2042.66,4788.74,993.11,30357.76
2021-02-23 02:00:00,2021-02-23 03:00:00,7401.4,1376.62,3341.22,699.16,9883.04,2004.38,4804.11,995.26,30505.19
2021-02-23 03:00:00,2021-02-23 04:00:00,7522.52,1411.45,3433.19,718.85,10062.48,1986.17,4924.96,955.91,31015.52
2021-02-23 04:00:00,2021-02-23 05:00:00,7811.74,1478.41,3439.2,745.33,10493.89,2019.53,5159.54,1012.53,32160.18
2021-02-23 05:00:00,2021-02-23 06:00:00,8416.61,1605.82,3486.31,795.65,11400.71,2154.4,5606.67,1097.32,34563.49
2021-02-23 06:00:00,2021-02-23 07:00:00,9220.17,1791.13,3536.44,878.73,12738.94,2405.67,6302.84,1232.67,38106.6
2021-02-23 07:00:00,2021-02-23 08:00:00,9540.21,1827.16,3565.42,897.46,13312.7,2525.1,6632.37,1293.12,39593.54
2021-02-23 08:00:00,2021-02-23 09:00:00,9467.59,1718.56,3385.16,879.11,12888.55,2541.72,6424.7,1255.91,38561.3
2021-02-23 09:00:00,2021-02-23 10:00:00,9226.0,1573.27,3365.53,890.47,12286.17,2530.32,6044.17,1174.38,37090.3
2021-02-23 10:00:00,2021-02-23 11:00:00,9076.71,1463.26,3289.36,861.17,11784.3,2460.23,5735.36,1167.71,35838.1
2021-02-23 11:00:00,2021-02-23 12:00:00,9007.76,1395.44,3188.59,837.59,11466.19,2469.11,5551.44,1212.67,35128.79
2021-02-23 12:00:00,2021-02-23 13:00:00,9014.05,1355.78,3174.55,821.45,11253.7,2533.79,5513.83,1252.82,34919.98
2021-02-23 13:00:00,2021-02-23 14:00:00,9060.88,1345.86,3217.08,754.57,11153.35,2642.01,5488.56,1268.23,34930.54
2021-02-23 14:00:00,2021-02-23 15:00:00,9106.97,1335.66,3266.39,708.86,11153.46,2724.0,5585.19,1266.7,35147.22
2021-02-23 15:00:00,2021-02-23 16:00:00,9177.52,1339.83,3305.48,707.89,11168.99,2823.6,5702.79,1279.8,35505.9
2021-02-23 16:00:00,2021-02-23 17:00:00,9185.34,1342.83,3349.97,700.96,11288.05,2886.69,5822.74,1285.76,35862.37
2021-02-23 17:00:00,2021-02-23 18:00:00,9098.7,1355.21,3383.47,722.76,11436.45,2878.94,6004.76,1282.98,36163.27
2021-02-23 18:00:00,2021-02-23 19:00:00,9199.51,1413.62,3414.45,768.27,11840.84,2901.44,6207.89,1308.31,37054.32
2021-02-23 19:00:00,2021-02-23 20:00:00,9299.75,1439.86,3427.58,785.03,12103.75,2963.51,6349.82,1355.86,37725.16
2021-02-23 20:00:00,2021-02-23 21:00:00,9085.63,1411.79,3390.13,767.7,11822.52,2909.49,6189.29,1337.65,36914.2
2021-02-23 21:00:00,2021-02-23 22:00:00,8754.29,1345.02,3410.85,719.18,11232.85,2775.58,5896.42,1254.74,35388.93
2021-02-23 22:00:00,2021-02-23 23:00:00,8252.03,1255.11,3349.03,666.47,10367.19,2568.32,5481.26,1208.24,33147.64
2021-02-23 23:00:00,2021-02-24 00:00:00,7812.63,1166.33,3283.24,640.92,9535.54,2365.36,5066.15,1178.24,31048.4
2021-02-24 00:00:00,2021-02-24 01:00:00,7421.42,1105.53,3222.96,609.02,8890.91,2159.72,4697.3,1175.94,29282.81
2021-02-24 01:00:00,2021-02-24 02:00:00,7228.74,1074.39,3209.69,596.63,8510.78,2031.86,4471.88,1161.12,28285.09
2021-02-24 02:00:00,2021-02-24 03:00:00,7156.47,1061.75,3191.79,605.6,8344.15,1958.83,4359.27,1185.42,27863.28
2021-02-24 03:00:00,2021-02-24 04:00:00,7158.78,1065.49,3214.13,594.87,8281.42,1919.69,4296.22,1185.48,27716.08
2021-02-24 04:00:00,2021-02-24 05:00:00,7356.13,1100.21,3251.85,618.99,8564.36,1917.26,4387.14,1205.33,28401.25
