timestamp_begin_et,timestamp_end_et,SEMA,NEMA,WCMA,RI,CT,NH,ME,VT,System Total
2021-01-01 22:00:00,2021-01-01 23:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-01 23:00:00,2021-01-02 00:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-02 00:00:00,2021-01-02 01:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-02 01:00:00,2021-01-02 02:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-02 02:00:00,2021-01-02 03:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-02 03:00:00,2021-01-02 04:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-02 04:00:00,2021-01-02 05:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-02 05:00:00,2021-01-02 06:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-02 06:00:00,2021-01-02 07:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-02 07:00:00,2021-01-02 08:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-02 08:00:00,2021-01-02 09:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-02 09:00:00,2021-01-02 10:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-02 10:00:00,2021-01-02 11:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-02 11:00:00,2021-01-02 12:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-02 12:00:00,2021-01-02 13:00:00,15.74,0.67,10.82,2.86,8.07,0.10,2.55,0.81,41.63
2021-01-02 13:00:00,2021-01-02 14:00:00,147.49,43.26,50.33,39.34,158.14,4.18,39.97,10.91,493.63
2021-01-02 14:00:00,2021-01-02 15:00:00,241.87,91.61,165.39,93.27,378.76,17.12,111.50,21.10,1120.63
2021-01-02 15:00:00,2021-01-02 16:00:00,432.34,263.51,328.58,239.10,359.47,59.92,159.47,41.71,1884.09
2021-01-02 16:00:00,2021-01-02 17:00:00,698.00,331.47,663.52,424.52,854.15,46.21,372.91,80.48,3471.26
2021-01-02 17:00:00,2021-01-02 18:00:00,1079.04,379.77,900.92,492.94,1058.50,48.91,340.58,162.05,4462.70
2021-01-02 18:00:00,2021-01-02 19:00:00,951.29,318.03,696.26,372.84,906.05,59.31,309.19,181.15,3794.13
2021-01-02 19:00:00,2021-01-02 20:00:00,598.59,175.79,458.73,249.86,617.73,40.44,248.22,106.13,2495.51
2021-01-02 20:00:00,2021-01-02 21:00:00,162.78,75.52,217.52,57.59,256.39,16.45,81.73,46.77,914.75
2021-01-02 21:00:00,2021-01-02 22:00:00,6.72,3.27,17.22,3.03,20.62,1.85,1.46,2.45,56.62
2021-01-02 22:00:00,2021-01-02 23:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-02 23:00:00,2021-01-03 00:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-03 00:00:00,2021-01-03 01:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-03 01:00:00,2021-01-03 02:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-03 02:00:00,2021-01-03 03:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-03 03:00:00,2021-01-03 04:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-03 04:00:00,2021-01-03 05:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-03 05:00:00,2021-01-03 06:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-03 06:00:00,2021-01-03 07:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-03 07:00:00,2021-01-03 08:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-03 08:00:00,2021-01-03 09:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-03 09:00:00,2021-01-03 10:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-03 10:00:00,2021-01-03 11:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-03 11:00:00,2021-01-03 12:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-03 12:00:00,2021-01-03 13:00:00,4.32,2.42,1.94,0.18,1.64,2.76,15.34,0.98,29.59
2021-01-03 13:00:00,2021-01-03 14:00:00,33.16,25.91,59.38,13.09,40.10,21.09,186.77,25.41,404.92
2021-01-03 14:00:00,2021-01-03 15:00:00,111.36,53.64,141.35,23.46,71.94,55.90,411.83,51.72,921.20
2021-01-03 15:00:00,2021-01-03 16:00:00,165.68,100.16,169.96,54.57,80.74,52.21,468.09,42.17,1133.59
2021-01-03 16:00:00,2021-01-03 17:00:00,190.21,109.63,243.31,69.07,149.00,43.72,447.37,40.81,1293.12
2021-01-03 17:00:00,2021-01-03 18:00:00,162.73,90.17,163.23,52.31,464.78,31.92,301.02,29.72,1295.88
2021-01-03 18:00:00,2021-01-03 19:00:00,127.20,71.31,142.62,39.82,388.83,19.71,207.39,39.44,1036.33
2021-01-03 19:00:00,2021-01-03 20:00:00,42.90,25.36,122.86,22.54,190.76,16.97,112.58,11.37,545.34
2021-01-03 20:00:00,2021-01-03 21:00:00,11.52,8.94,76.78,9.48,109.97,9.69,37.30,6.15,269.82
2021-01-03 21:00:00,2021-01-03 22:00:00,0.48,0.87,7.63,1.42,10.84,0.49,2.57,0.32,24.62
2021-01-03 22:00:00,2021-01-03 23:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-03 23:00:00,2021-01-04 00:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-04 00:00:00,2021-01-04 01:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-04 01:00:00,2021-01-04 02:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-04 02:00:00,2021-01-04 03:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-04 03:00:00,2021-01-04 04:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-04 04:00:00,2021-01-04 05:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-04 05:00:00,2021-01-04 06:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-04 06:00:00,2021-01-04 07:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-04 07:00:00,2021-01-04 08:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-04 08:00:00,2021-01-04 09:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-04 09:00:00,2021-01-04 10:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-04 10:00:00,2021-01-04 11:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-04 11:00:00,2021-01-04 12:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-04 12:00:00,2021-01-04 13:00:00,15.21,9.27,14.64,6.38,18.84,1.95,3.32,1.46,71.06
2021-01-04 13:00:00,2021-01-04 14:00:00,76.53,91.36,173.01,84.39,158.16,15.85,67.68,24.01,690.99
2021-01-04 14:00:00,2021-01-04 15:00:00,257.45,134.58,167.60,154.17,407.40,61.92,88.99,34.90,1307.01
2021-01-04 15:00:00,2021-01-04 16:00:00,307.60,271.41,319.92,201.77,722.01,131.09,254.13,61.16,2269.08
2021-01-04 16:00:00,2021-01-04 17:00:00,344.60,302.21,438.95,213.44,631.04,145.96,318.08,95.74,2490.02
2021-01-04 17:00:00,2021-01-04 18:00:00,396.57,309.95,862.76,196.91,759.01,162.11,310.07,125.72,3123.10
2021-01-04 18:00:00,2021-01-04 19:00:00,452.38,284.83,1022.71,217.20,754.47,98.09,335.22,100.14,3265.04
2021-01-04 19:00:00,2021-01-04 20:00:00,414.40,247.24,777.92,175.94,551.50,81.32,186.32,129.77,2564.40
2021-01-04 20:00:00,2021-01-04 21:00:00,179.69,119.39,278.06,70.76,205.43,22.92,78.85,42.17,997.27
2021-01-04 21:00:00,2021-01-04 22:00:00,9.13,3.72,14.72,4.48,22.32,1.37,3.29,1.46,60.49
2021-01-04 22:00:00,2021-01-04 23:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-04 23:00:00,2021-01-05 00:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-05 00:00:00,2021-01-05 01:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-05 01:00:00,2021-01-05 02:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-05 02:00:00,2021-01-05 03:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-05 03:00:00,2021-01-05 04:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-05 04:00:00,2021-01-05 05:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-05 05:00:00,2021-01-05 06:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-05 06:00:00,2021-01-05 07:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-05 07:00:00,2021-01-05 08:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-05 08:00:00,2021-01-05 09:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-05 09:00:00,2021-01-05 10:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-05 10:00:00,2021-01-05 11:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-05 11:00:00,2021-01-05 12:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-05 12:00:00,2021-01-05 13:00:00,10.09,1.97,12.17,5.54,22.35,1.93,0.71,1.94,56.71
2021-01-05 13:00:00,2021-01-05 14:00:00,108.27,48.37,159.34,42.72,310.78,14.95,19.23,25.21,728.87
2021-01-05 14:00:00,2021-01-05 15:00:00,230.35,103.90,402.21,155.11,647.62,38.26,110.02,65.58,1753.05
2021-01-05 15:00:00,2021-01-05 16:00:00,315.18,178.80,682.79,324.46,812.81,65.22,193.61,40.48,2613.34
2021-01-05 16:00:00,2021-01-05 17:00:00,352.31,172.79,650.64,449.87,945.14,113.56,257.77,49.96,2992.04
2021-01-05 17:00:00,2021-01-05 18:00:00,312.46,147.68,782.88,349.26,824.46,134.53,199.76,29.69,2780.73
2021-01-05 18:00:00,2021-01-05 19:00:00,237.64,82.64,508.41,114.27,601.56,96.39,149.09,24.24,1814.24
2021-01-05 19:00:00,2021-01-05 20:00:00,127.68,49.52,281.29,60.42,429.05,48.11,68.40,13.69,1078.15
2021-01-05 20:00:00,2021-01-05 21:00:00,42.81,20.00,124.22,25.02,239.76,18.45,24.87,7.43,502.56
2021-01-05 21:00:00,2021-01-05 22:00:00,3.83,2.19,8.31,1.61,28.67,2.15,0.73,0.65,48.14
2021-01-05 22:00:00,2021-01-05 23:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-05 23:00:00,2021-01-06 00:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-06 00:00:00,2021-01-06 01:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-06 01:00:00,2021-01-06 02:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-06 02:00:00,2021-01-06 03:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-06 03:00:00,2021-01-06 04:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-06 04:00:00,2021-01-06 05:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-06 05:00:00,2021-01-06 06:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-06 06:00:00,2021-01-06 07:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-06 07:00:00,2021-01-06 08:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-06 08:00:00,2021-01-06 09:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-06 09:00:00,2021-01-06 10:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-06 10:00:00,2021-01-06 11:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-06 11:00:00,2021-01-06 12:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-06 12:00:00,2021-01-06 13:00:00,14.51,8.13,26.22,8.37,12.64,1.27,8.77,0.82,80.71
2021-01-06 13:00:00,2021-01-06 14:00:00,202.62,115.99,260.72,44.53,245.07,19.99,41.58,9.76,940.27
2021-01-06 14:00:00,2021-01-06 15:00:00,683.79,241.30,648.72,173.02,674.64,20.14,130.96,25.13,2597.69
2021-01-06 15:00:00,2021-01-06 16:00:00,1163.66,385.29,766.09,129.47,1115.94,40.97,221.69,78.20,3901.30
2021-01-06 16:00:00,2021-01-06 17:00:00,1092.84,414.89,1415.82,177.87,1389.85,80.32,292.67,98.80,4963.06
2021-01-06 17:00:00,2021-01-06 18:00:00,1050.68,343.27,1166.62,188.11,1100.87,124.88,291.71,141.30,4407.44
2021-01-06 18:00:00,2021-01-06 19:00:00,762.82,290.42,892.50,174.25,843.24,102.00,332.91,144.87,3543.01
2021-01-06 19:00:00,2021-01-06 20:00:00,408.91,158.16,570.76,133.66,555.99,49.71,234.14,72.57,2183.89
2021-01-06 20:00:00,2021-01-06 21:00:00,162.63,47.28,303.18,67.17,215.22,15.93,71.71,16.66,899.78
2021-01-06 21:00:00,2021-01-06 22:00:00,10.08,3.07,15.38,4.33,15.29,0.98,4.01,3.09,56.23
2021-01-06 22:00:00,2021-01-06 23:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-06 23:00:00,2021-01-07 00:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-07 00:00:00,2021-01-07 01:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-07 01:00:00,2021-01-07 02:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-07 02:00:00,2021-01-07 03:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-07 03:00:00,2021-01-07 04:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-07 04:00:00,2021-01-07 05:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-07 05:00:00,2021-01-07 06:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-07 06:00:00,2021-01-07 07:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-07 07:00:00,2021-01-07 08:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-07 08:00:00,2021-01-07 09:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-07 09:00:00,2021-01-07 10:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-07 10:00:00,2021-01-07 11:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-07 11:00:00,2021-01-07 12:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-07 12:00:00,2021-01-07 13:00:00,23.52,12.12,34.62,9.85,27.34,2.46,6.28,1.79,117.98
2021-01-07 13:00:00,2021-01-07 14:00:00,359.39,107.16,380.81,147.29,274.54,14.62,128.42,27.50,1439.72
2021-01-07 14:00:00,2021-01-07 15:00:00,824.98,218.32,854.92,339.92,677.12,50.61,427.82,49.17,3442.86
2021-01-07 15:00:00,2021-01-07 16:00:00,1204.57,316.62,1254.41,495.51,932.83,165.59,714.50,95.47,5179.51
2021-01-07 16:00:00,2021-01-07 17:00:00,1274.47,425.34,1500.29,524.15,1024.79,127.29,789.41,77.82,5743.57
2021-01-07 17:00:00,2021-01-07 18:00:00,1239.17,447.12,1571.01,468.31,1083.44,200.62,747.04,135.04,5891.76
2021-01-07 18:00:00,2021-01-07 19:00:00,1116.67,278.98,1317.75,370.63,1111.86,123.07,670.01,144.96,5133.92
2021-01-07 19:00:00,2021-01-07 20:00:00,699.71,167.39,649.26,167.51,486.90,74.67,338.80,115.78,2700.02
2021-01-07 20:00:00,2021-01-07 21:00:00,275.27,65.81,292.90,57.76,237.59,25.92,76.33,46.40,1077.98
2021-01-07 21:00:00,2021-01-07 22:00:00,18.24,2.65,14.75,3.76,19.09,1.37,1.83,2.76,64.45
2021-01-07 22:00:00,2021-01-07 23:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-07 23:00:00,2021-01-08 00:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-08 00:00:00,2021-01-08 01:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-08 01:00:00,2021-01-08 02:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-08 02:00:00,2021-01-08 03:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-08 03:00:00,2021-01-08 04:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-08 04:00:00,2021-01-08 05:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-08 05:00:00,2021-01-08 06:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-08 06:00:00,2021-01-08 07:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-08 07:00:00,2021-01-08 08:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-08 08:00:00,2021-01-08 09:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-08 09:00:00,2021-01-08 10:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-08 10:00:00,2021-01-08 11:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-08 11:00:00,2021-01-08 12:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-08 12:00:00,2021-01-08 13:00:00,34.97,13.62,33.33,9.32,23.52,4.31,17.94,1.95,138.95
2021-01-08 13:00:00,2021-01-08 14:00:00,420.16,162.19,413.06,135.32,271.50,71.76,324.26,43.22,1841.47
2021-01-08 14:00:00,2021-01-08 15:00:00,916.18,365.16,1057.69,325.79,611.01,131.52,551.28,50.57,4009.20
2021-01-08 15:00:00,2021-01-08 16:00:00,1333.71,539.33,1580.85,453.56,614.71,191.17,891.36,118.82,5723.51
2021-01-08 16:00:00,2021-01-08 17:00:00,1443.04,551.75,1870.63,540.54,1000.86,253.38,888.72,240.10,6789.02
2021-01-08 17:00:00,2021-01-08 18:00:00,1344.56,315.44,1773.82,511.92,927.59,235.72,873.66,257.13,6239.84
2021-01-08 18:00:00,2021-01-08 19:00:00,1109.62,299.09,1551.13,371.02,753.13,217.83,740.12,212.64,5254.59
2021-01-08 19:00:00,2021-01-08 20:00:00,661.24,209.38,1019.35,213.55,450.58,143.89,473.15,184.93,3356.06
2021-01-08 20:00:00,2021-01-08 21:00:00,185.82,86.42,373.17,60.73,208.68,50.02,105.92,86.20,1156.97
2021-01-08 21:00:00,2021-01-08 22:00:00,7.68,3.49,22.99,3.94,16.32,1.76,2.19,4.38,62.76
2021-01-08 22:00:00,2021-01-08 23:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-08 23:00:00,2021-01-09 00:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-09 00:00:00,2021-01-09 01:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-09 01:00:00,2021-01-09 02:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-09 02:00:00,2021-01-09 03:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-09 03:00:00,2021-01-09 04:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-09 04:00:00,2021-01-09 05:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-09 05:00:00,2021-01-09 06:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-09 06:00:00,2021-01-09 07:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-09 07:00:00,2021-01-09 08:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-09 08:00:00,2021-01-09 09:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-09 09:00:00,2021-01-09 10:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-09 10:00:00,2021-01-09 11:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-09 11:00:00,2021-01-09 12:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-09 12:00:00,2021-01-09 13:00:00,23.96,13.60,26.32,6.15,25.68,4.31,19.02,1.47,120.52
2021-01-09 13:00:00,2021-01-09 14:00:00,228.46,160.55,408.12,85.40,360.61,64.90,274.10,34.98,1617.12
2021-01-09 14:00:00,2021-01-09 15:00:00,510.94,364.08,963.15,266.86,777.42,165.52,646.19,98.73,3792.89
2021-01-09 15:00:00,2021-01-09 16:00:00,675.99,528.07,1172.43,271.97,1084.68,234.78,812.16,186.05,4966.14
2021-01-09 16:00:00,2021-01-09 17:00:00,934.88,606.37,1395.24,277.11,1090.10,212.33,938.49,219.39,5673.91
2021-01-09 17:00:00,2021-01-09 18:00:00,999.81,485.52,1456.21,285.80,1305.04,161.44,548.62,245.86,5488.30
2021-01-09 18:00:00,2021-01-09 19:00:00,774.35,283.97,1117.83,242.89,871.77,93.27,456.23,212.40,4052.70
2021-01-09 19:00:00,2021-01-09 20:00:00,470.70,103.07,761.08,118.03,543.69,54.64,330.10,153.08,2534.39
2021-01-09 20:00:00,2021-01-09 21:00:00,170.71,63.51,258.77,77.04,206.25,18.39,70.29,59.19,924.14
2021-01-09 21:00:00,2021-01-09 22:00:00,14.81,2.41,21.68,3.22,15.22,1.37,1.46,3.26,63.42
2021-01-09 22:00:00,2021-01-09 23:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-09 23:00:00,2021-01-10 00:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-10 00:00:00,2021-01-10 01:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-10 01:00:00,2021-01-10 02:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-10 02:00:00,2021-01-10 03:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-10 03:00:00,2021-01-10 04:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-10 04:00:00,2021-01-10 05:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-10 05:00:00,2021-01-10 06:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
