timestamp_begin_pt,timestamp_end_pt,NP15,SP15,ZP26,System Total
2021-01-02 10:00:00,2021-01-02 11:00:00,515.98532,5319.44313,1056.97365,6892.40210
2021-01-02 11:00:00,2021-01-02 12:00:00,585.42281,5539.91648,868.29614,6993.63543
2021-01-02 12:00:00,2021-01-02 13:00:00,560.69808,5046.63976,739.92987,6347.26771
2021-01-02 13:00:00,2021-01-02 14:00:00,524.71873,5053.01772,774.4051,6352.14155
2021-01-02 14:00:00,2021-01-02 15:00:00,400.73442,3772.30725,702.45204,4875.49371
2021-01-02 15:00:00,2021-01-02 16:00:00,191.5361,1998.59002,354.62177,2544.74789
2021-01-02 16:00:00,2021-01-02 17:00:00,24.509,195.46803,31.19561,251.17264
2021-01-02 17:00:00,2021-01-02 18:00:00,-3.62747,-27.17344,-5.74985,-36.55076
2021-01-02 18:00:00,2021-01-02 19:00:00,-3.41629,-26.27169,-5.59964,-35.28762
2021-01-02 19:00:00,2021-01-02 20:00:00,-3.41883,-25.68676,-5.60926,-34.71485
2021-01-02 20:00:00,2021-01-02 21:00:00,-3.41293,-25.67827,-5.60382,-34.69502
2021-01-02 21:00:00,2021-01-02 22:00:00,-3.46009,-25.72408,-5.65394,-34.83811
2021-01-02 22:00:00,2021-01-02 23:00:00,-3.47443,-25.79437,-5.67202,-34.94082
2021-01-02 23:00:00,2021-01-03 00:00:00,-3.4497,-25.8677,-5.66232,-34.97972
2021-01-03 00:00:00,2021-01-03 01:00:00,-3.46181,-25.87823,-5.67231,-35.01235
2021-01-03 01:00:00,2021-01-03 02:00:00,-3.47156,-26.09677,-5.67529,-35.24362
2021-01-03 02:00:00,2021-01-03 03:00:00,-3.47884,-26.17288,-5.68527,-35.33699
2021-01-03 03:00:00,2021-01-03 04:00:00,-3.46205,-27.5787,-5.66385,-36.7046
2021-01-03 04:00:00,2021-01-03 05:00:00,-3.48345,-28.74878,-5.66638,-37.89861
2021-01-03 05:00:00,2021-01-03 06:00:00,-3.48056,-29.32894,-5.65604,-38.46554
2021-01-03 06:00:00,2021-01-03 07:00:00,-3.56753,-20.44775,-5.84337,-29.85865
2021-01-03 07:00:00,2021-01-03 08:00:00,30.78175,799.90501,30.56004,861.24680
2021-01-03 08:00:00,2021-01-03 09:00:00,398.27628,3412.69806,187.37188,3998.34622
2021-01-03 09:00:00,2021-01-03 10:00:00,714.70316,4739.72069,457.62547,5912.04932
2021-01-03 10:00:00,2021-01-03 11:00:00,900.47096,4866.36083,758.00885,6524.84064
2021-01-03 11:00:00,2021-01-03 12:00:00,865.62006,5414.5001,1006.57477,7286.69493
2021-01-03 12:00:00,2021-01-03 13:00:00,805.46827,4985.80318,1017.34231,6808.61376
2021-01-03 13:00:00,2021-01-03 14:00:00,720.56081,5157.92886,1065.2704,6943.76007
2021-01-03 14:00:00,2021-01-03 15:00:00,695.62134,4588.58718,994.17571,6278.38423
2021-01-03 15:00:00,2021-01-03 16:00:00,324.30118,2781.46407,629.824,3735.58925
2021-01-03 16:00:00,2021-01-03 17:00:00,54.62545,406.2294,126.29097,587.14582
2021-01-03 17:00:00,2021-01-03 18:00:00,-3.68843,-7.92443,7.19152,-4.42134
2021-01-03 18:00:00,2021-01-03 19:00:00,-3.4171,-7.55065,7.37132,-3.59643
2021-01-03 19:00:00,2021-01-03 20:00:00,-3.40814,-6.49882,7.38391,-2.52305
2021-01-03 20:00:00,2021-01-03 21:00:00,-3.42079,-6.48678,7.39145,-2.51612
2021-01-03 21:00:00,2021-01-03 22:00:00,-3.43216,-6.6357,7.38581,-2.68205
2021-01-03 22:00:00,2021-01-03 23:00:00,-3.43046,-6.51336,7.3886,-2.55522
2021-01-03 23:00:00,2021-01-04 00:00:00,-3.45529,-6.57717,7.38085,-2.65161
2021-01-04 00:00:00,2021-01-04 01:00:00,-3.45628,-21.79061,7.36877,-17.87812
2021-01-04 01:00:00,2021-01-04 02:00:00,-3.44145,-25.92687,7.38172,-21.98660
2021-01-04 02:00:00,2021-01-04 03:00:00,-3.4193,-26.02335,7.37825,-22.0644
2021-01-04 03:00:00,2021-01-04 04:00:00,-3.46494,-27.55465,7.3753,-23.64429
2021-01-04 04:00:00,2021-01-04 05:00:00,-3.43764,-29.11686,7.38144,-25.17306
2021-01-04 05:00:00,2021-01-04 06:00:00,-3.42463,-29.47039,7.3931,-25.50192
2021-01-04 06:00:00,2021-01-04 07:00:00,-3.54189,-23.43817,7.24182,-19.73824
2021-01-04 07:00:00,2021-01-04 08:00:00,72.58712,1041.01707,98.50305,1212.10724
2021-01-04 08:00:00,2021-01-04 09:00:00,333.80623,3997.18693,619.34294,4950.33610
2021-01-04 09:00:00,2021-01-04 10:00:00,560.79042,5241.22262,1059.9422,6861.95524
2021-01-04 10:00:00,2021-01-04 11:00:00,573.25287,5666.14564,1017.48259,7256.88110
2021-01-04 11:00:00,2021-01-04 12:00:00,489.72964,5724.04002,952.14685,7165.91651
2021-01-04 12:00:00,2021-01-04 13:00:00,387.93049,5567.30965,871.07957,6826.31971
2021-01-04 13:00:00,2021-01-04 14:00:00,344.33033,5367.01682,765.2183,6476.56545
2021-01-04 14:00:00,2021-01-04 15:00:00,218.4828,5176.02445,436.27359,5830.78084
2021-01-04 15:00:00,2021-01-04 16:00:00,201.33488,3174.53691,255.71721,3631.58900
2021-01-04 16:00:00,2021-01-04 17:00:00,53.76422,427.99717,46.68276,528.44415
2021-01-04 17:00:00,2021-01-04 18:00:00,-3.55943,-28.08264,-4.64373,-36.28580
2021-01-04 18:00:00,2021-01-04 19:00:00,-3.39346,-26.7225,-4.49925,-34.61521
2021-01-04 19:00:00,2021-01-04 20:00:00,-3.42037,-26.12995,-4.51537,-34.06569
2021-01-04 20:00:00,2021-01-04 21:00:00,-3.43824,-26.35024,-4.52716,-34.31564
2021-01-04 21:00:00,2021-01-04 22:00:00,-3.25399,-25.85629,-4.51466,-33.62494
2021-01-04 22:00:00,2021-01-04 23:00:00,-3.134,-25.82779,-4.58045,-33.54224
2021-01-04 23:00:00,2021-01-05 00:00:00,-3.16014,-25.70546,-4.52201,-33.38761
2021-01-05 00:00:00,2021-01-05 01:00:00,-3.1519,-25.79274,-4.51586,-33.4605
2021-01-05 01:00:00,2021-01-05 02:00:00,-3.14805,-25.90092,-4.51235,-33.56132
2021-01-05 02:00:00,2021-01-05 03:00:00,-3.1441,-25.93896,-4.50384,-33.5869
2021-01-05 03:00:00,2021-01-05 04:00:00,-3.17084,-27.40189,-4.50822,-35.08095
2021-01-05 04:00:00,2021-01-05 05:00:00,-3.47458,-28.91121,-4.51166,-36.89745
2021-01-05 05:00:00,2021-01-05 06:00:00,-3.42556,-29.66112,-4.47139,-37.55807
2021-01-05 06:00:00,2021-01-05 07:00:00,-3.5033,-22.80347,-4.5673,-30.87407
2021-01-05 07:00:00,2021-01-05 08:00:00,56.62473,1023.41814,42.49364,1122.53651
2021-01-05 08:00:00,2021-01-05 09:00:00,658.82726,3856.45512,386.12043,4901.40281
2021-01-05 09:00:00,2021-01-05 10:00:00,1091.89849,5243.63365,883.89406,7219.42620
2021-01-05 10:00:00,2021-01-05 11:00:00,1067.16484,5899.2591,1199.17403,8165.59797
2021-01-05 11:00:00,2021-01-05 12:00:00,1024.72505,5865.86823,1312.30797,8202.90125
2021-01-05 12:00:00,2021-01-05 13:00:00,962.83965,5800.53545,1239.86395,8003.23905
2021-01-05 13:00:00,2021-01-05 14:00:00,940.52714,5833.13827,1082.98836,7856.65377
2021-01-05 14:00:00,2021-01-05 15:00:00,455.7855,5308.6998,946.40976,6710.89506
2021-01-05 15:00:00,2021-01-05 16:00:00,224.21826,3353.7443,524.23112,4102.19368
2021-01-05 16:00:00,2021-01-05 17:00:00,89.04427,414.90683,73.45961,577.41071
2021-01-05 17:00:00,2021-01-05 18:00:00,-3.47051,7.29701,-4.19211,-0.36561
2021-01-05 18:00:00,2021-01-05 19:00:00,-3.08155,-2.16908,-4.02,-9.27063
2021-01-05 19:00:00,2021-01-05 20:00:00,-3.07936,-1.65635,-4.03912,-8.77483
2021-01-05 20:00:00,2021-01-05 21:00:00,-3.09962,-1.65777,-4.03212,-8.78951
2021-01-05 21:00:00,2021-01-05 22:00:00,-3.09945,-1.84231,-4.0534,-8.99516
2021-01-05 22:00:00,2021-01-05 23:00:00,-8.37408,-1.75244,-4.05728,-14.18380
2021-01-05 23:00:00,2021-01-06 00:00:00,-3.41131,-1.64039,-4.04809,-9.09979
2021-01-06 00:00:00,2021-01-06 01:00:00,-3.42636,-1.27362,-4.02734,-8.72732
2021-01-06 01:00:00,2021-01-06 02:00:00,-3.44263,-1.89397,-4.03938,-9.37598
2021-01-06 02:00:00,2021-01-06 03:00:00,-3.47309,-2.0169,-4.94087,-10.43086
2021-01-06 03:00:00,2021-01-06 04:00:00,-3.50692,-3.0545,-4.11008,-10.6715
2021-01-06 04:00:00,2021-01-06 05:00:00,-3.47458,-4.40413,-4.06444,-11.94315
2021-01-06 05:00:00,2021-01-06 06:00:00,-3.45703,-4.87998,-4.12773,-12.46474
2021-01-06 06:00:00,2021-01-06 07:00:00,-3.51722,5.77758,-4.1811,-1.92074
2021-01-06 07:00:00,2021-01-06 08:00:00,74.77641,995.07782,80.96359,1150.81782
2021-01-06 08:00:00,2021-01-06 09:00:00,467.5585,3340.76422,575.66301,4383.98573
2021-01-06 09:00:00,2021-01-06 10:00:00,592.73564,4692.76891,984.83763,6270.34218
2021-01-06 10:00:00,2021-01-06 11:00:00,725.93294,4938.33844,956.33999,6620.61137
2021-01-06 11:00:00,2021-01-06 12:00:00,816.93519,5105.03015,1042.66366,6964.62900
2021-01-06 12:00:00,2021-01-06 13:00:00,684.8675,4956.5977,1093.84076,6735.30596
2021-01-06 13:00:00,2021-01-06 14:00:00,565.09082,4824.76079,737.17703,6127.02864
2021-01-06 14:00:00,2021-01-06 15:00:00,688.83148,4413.82359,618.99007,5721.64514
2021-01-06 15:00:00,2021-01-06 16:00:00,664.22996,2507.57827,545.51508,3717.32331
2021-01-06 16:00:00,2021-01-06 17:00:00,183.56296,303.047,165.83863,652.44859
2021-01-06 17:00:00,2021-01-06 18:00:00,20.56667,-26.50625,-4.25579,-10.19537
2021-01-06 18:00:00,2021-01-06 19:00:00,-3.39426,-25.77848,-4.05269,-33.22543
2021-01-06 19:00:00,2021-01-06 20:00:00,-3.40153,-25.74539,-4.06037,-33.20729
2021-01-06 20:00:00,2021-01-06 21:00:00,-3.39648,-25.26581,-4.13608,-32.79837
2021-01-06 21:00:00,2021-01-06 22:00:00,-3.40996,-25.45697,-4.06434,-32.93127
2021-01-06 22:00:00,2021-01-06 23:00:00,-3.41386,-25.29121,-4.09621,-32.80128
2021-01-06 23:00:00,2021-01-07 00:00:00,-3.43456,-25.30694,-4.12658,-32.86808
2021-01-07 00:00:00,2021-01-07 01:00:00,-3.45195,-25.47034,-4.15782,-33.08011
2021-01-07 01:00:00,2021-01-07 02:00:00,-3.45481,-25.67431,-4.24162,-33.37074
2021-01-07 02:00:00,2021-01-07 03:00:00,-3.48543,-26.16523,-5.1072,-34.75786
2021-01-07 03:00:00,2021-01-07 04:00:00,-3.51991,-27.51394,-4.25631,-35.29016
2021-01-07 04:00:00,2021-01-07 05:00:00,-3.49092,-28.87411,-4.20657,-36.57160
2021-01-07 05:00:00,2021-01-07 06:00:00,-3.48269,-29.52755,-4.199,-37.20924
2021-01-07 06:00:00,2021-01-07 07:00:00,-3.49893,-18.49807,-4.2333,-26.2303
2021-01-07 07:00:00,2021-01-07 08:00:00,13.98537,1058.14722,37.73735,1109.86994
2021-01-07 08:00:00,2021-01-07 09:00:00,81.87399,3000.62086,230.40294,3312.89779
2021-01-07 09:00:00,2021-01-07 10:00:00,190.12256,4001.27813,619.73875,4811.13944
2021-01-07 10:00:00,2021-01-07 11:00:00,340.46355,4522.54523,668.84541,5531.85419
2021-01-07 11:00:00,2021-01-07 12:00:00,450.11178,4648.47253,1055.40228,6153.98659
2021-01-07 12:00:00,2021-01-07 13:00:00,476.7662,4640.61747,943.71976,6061.10343
2021-01-07 13:00:00,2021-01-07 14:00:00,553.20068,4589.83781,938.77592,6081.81441
2021-01-07 14:00:00,2021-01-07 15:00:00,640.39233,3551.34424,1047.93242,5239.66899
2021-01-07 15:00:00,2021-01-07 16:00:00,566.85821,1938.68318,793.64344,3299.18483
2021-01-07 16:00:00,2021-01-07 17:00:00,169.78605,299.11449,184.19108,653.09162
2021-01-07 17:00:00,2021-01-07 18:00:00,-3.05743,-24.32175,-4.00543,-31.38461
2021-01-07 18:00:00,2021-01-07 19:00:00,-2.8775,-25.09542,-3.97888,-31.9518
2021-01-07 19:00:00,2021-01-07 20:00:00,-2.81109,-24.74144,-3.95944,-31.51197
2021-01-07 20:00:00,2021-01-07 21:00:00,-3.20609,-25.17898,-3.9772,-32.36227
2021-01-07 21:00:00,2021-01-07 22:00:00,-3.39245,-24.60956,-3.97915,-31.98116
2021-01-07 22:00:00,2021-01-07 23:00:00,-3.46795,-25.10673,-4.03835,-32.61303
2021-01-07 23:00:00,2021-01-08 00:00:00,-3.47678,-24.74298,-3.99944,-32.21920
2021-01-08 00:00:00,2021-01-08 01:00:00,-3.47568,-24.54451,-4.06241,-32.08260
2021-01-08 01:00:00,2021-01-08 02:00:00,-3.50299,-24.8974,-4.0605,-32.46089
2021-01-08 02:00:00,2021-01-08 03:00:00,-3.53764,-25.37247,-4.97994,-33.89005
2021-01-08 03:00:00,2021-01-08 04:00:00,-3.57391,-27.00443,-4.11944,-34.69778
2021-01-08 04:00:00,2021-01-08 05:00:00,-3.55588,-27.42424,-4.13341,-35.11353
2021-01-08 05:00:00,2021-01-08 06:00:00,-3.54272,-29.52172,-4.14565,-37.21009
2021-01-08 06:00:00,2021-01-08 07:00:00,-3.50545,-14.97451,-4.19732,-22.67728
2021-01-08 07:00:00,2021-01-08 08:00:00,26.26779,823.35968,67.78968,917.41715
2021-01-08 08:00:00,2021-01-08 09:00:00,367.23778,3209.56877,438.68901,4015.49556
2021-01-08 09:00:00,2021-01-08 10:00:00,754.6744,4847.55486,832.34619,6434.57545
2021-01-08 10:00:00,2021-01-08 11:00:00,697.29498,5143.67617,1236.25363,7077.22478
2021-01-08 11:00:00,2021-01-08 12:00:00,624.92342,4913.45241,1286.00672,6824.38255
2021-01-08 12:00:00,2021-01-08 13:00:00,719.3665,4910.82396,1315.15369,6945.34415
2021-01-08 13:00:00,2021-01-08 14:00:00,821.93319,5385.50858,1328.0803,7535.52207
2021-01-08 14:00:00,2021-01-08 15:00:00,752.10704,5205.20195,1233.90824,7191.21723
2021-01-08 15:00:00,2021-01-08 16:00:00,651.04521,3527.02059,818.00154,4996.06734
2021-01-08 16:00:00,2021-01-08 17:00:00,135.31599,609.13852,181.15797,925.61248
2021-01-08 17:00:00,2021-01-08 18:00:00,-3.79927,-21.92192,-5.05185,-30.77304
2021-01-08 18:00:00,2021-01-08 19:00:00,-3.77379,-25.47153,-5.04923,-34.29455
2021-01-08 19:00:00,2021-01-08 20:00:00,-3.74254,-24.80985,-5.01177,-33.56416
2021-01-08 20:00:00,2021-01-08 21:00:00,-3.7674,-24.8877,-5.02002,-33.67512
2021-01-08 21:00:00,2021-01-08 22:00:00,-3.75741,-25.02585,-5.01185,-33.79511
2021-01-08 22:00:00,2021-01-08 23:00:00,-3.80231,-24.91692,-5.04677,-33.76600
2021-01-08 23:00:00,2021-01-09 00:00:00,-3.83008,-25.01769,-5.05726,-33.90503
2021-01-09 00:00:00,2021-01-09 01:00:00,-3.85175,-24.8055,-5.06895,-33.7262
2021-01-09 01:00:00,2021-01-09 02:00:00,-3.82557,-24.83358,-5.05552,-33.71467
2021-01-09 02:00:00,2021-01-09 03:00:00,-3.85405,-24.98686,-5.96384,-34.80475
2021-01-09 03:00:00,2021-01-09 04:00:00,-3.85,-25.31587,-5.08032,-34.24619
2021-01-09 04:00:00,2021-01-09 05:00:00,-3.85867,-25.39204,-5.14304,-34.39375
2021-01-09 05:00:00,2021-01-09 06:00:00,-3.84855,-25.65659,-5.13255,-34.63769
2021-01-09 06:00:00,2021-01-09 07:00:00,-3.88088,-18.12811,-5.24011,-27.24910
2021-01-09 07:00:00,2021-01-09 08:00:00,38.50626,1006.66402,3.96018,1049.13046
2021-01-09 08:00:00,2021-01-09 09:00:00,466.53151,3889.34295,88.82382,4444.69828
2021-01-09 09:00:00,2021-01-09 10:00:00,699.30391,5088.34407,360.17621,6147.82419
2021-01-09 10:00:00,2021-01-09 11:00:00,975.7774,5325.46038,566.08103,6867.31881
2021-01-09 11:00:00,2021-01-09 12:00:00,1011.12078,5450.2154,783.60808,7244.94426
2021-01-09 12:00:00,2021-01-09 13:00:00,1009.38368,5434.78598,944.86888,7389.03854
2021-01-09 13:00:00,2021-01-09 14:00:00,1048.51177,5559.54171,1133.14589,7741.19937
2021-01-09 14:00:00,2021-01-09 15:00:00,1107.94152,4799.35,1008.95631,6916.24783
2021-01-09 15:00:00,2021-01-09 16:00:00,877.70092,3494.72201,708.29493,5080.71786
2021-01-09 16:00:00,2021-01-09 17:00:00,244.77235,567.30694,154.2685,966.34779
2021-01-09 17:00:00,2021-01-09 18:00:00,-3.39294,-26.40834,-4.66584,-34.46712
2021-01-09 18:00:00,2021-01-09 19:00:00,-3.48172,-25.30149,-4.70549,-33.48870
2021-01-09 19:00:00,2021-01-09 20:00:00,-3.48498,-24.89459,-4.73542,-33.11499
2021-01-09 20:00:00,2021-01-09 21:00:00,-3.48125,-24.95865,-4.73457,-33.17447
2021-01-09 21:00:00,2021-01-09 22:00:00,-3.50913,-25.283,-4.72583,-33.51796
2021-01-09 22:00:00,2021-01-09 23:00:00,-3.5159,-25.76065,-4.40217,-33.67872
2021-01-09 23:00:00,2021-01-10 00:00:00,-3.54827,-25.54728,-4.35526,-33.45081
2021-01-10 00:00:00,2021-01-10 01:00:00,-3.54783,-25.3898,-4.37976,-33.31739
2021-01-10 01:00:00,2021-01-10 02:00:00,-3.56151,-25.51833,-8.43073,-37.51057
2021-01-10 02:00:00,2021-01-10 03:00:00,-3.54352,-25.78857,-5.5668,-34.89889
2021-01-10 03:00:00,2021-01-10 04:00:00,-3.60784,-27.10745,-4.47082,-35.18611
2021-01-10 04:00:00,2021-01-10 05:00:00,-3.59562,-27.38793,-4.44709,-35.43064
2021-01-10 05:00:00,2021-01-10 06:00:00,-3.5774,-28.10759,-4.39774,-36.08273
2021-01-10 06:00:00,2021-01-10 07:00:00,-3.68703,-19.56283,-4.42469,-27.67455
2021-01-10 07:00:00,2021-01-10 08:00:00,40.54723,1038.14791,103.43443,1182.12957
2021-01-10 08:00:00,2021-01-10 09:00:00,454.60025,3952.44035,533.50813,4940.54873
2021-01-10 09:00:00,2021-01-10 10:00:00,921.09262,4899.76627,1042.86071,6863.71960
2021-01-10 10:00:00,2021-01-10 11:00:00,1033.02765,4659.62088,1200.90835,6893.55688
2021-01-10 11:00:00,2021-01-10 12:00:00,1029.50593,4524.93197,1301.72141,6856.15931
2021-01-10 12:00:00,2021-01-10 13:00:00,1047.04936,5039.10752,1334.16939,7420.32627
2021-01-10 13:00:00,2021-01-10 14:00:00,1004.5401,5505.23194,1335.72276,7845.4948
2021-01-10 14:00:00,2021-01-10 15:00:00,913.64112,4972.24569,1172.83634,7058.72315
2021-01-10 15:00:00,2021-01-10 16:00:00,768.16098,2920.45557,671.17408,4359.79063
2021-01-10 16:00:00,2021-01-10 17:00:00,206.57544,587.70658,199.10061,993.38263
2021-01-10 17:00:00,2021-01-10 18:00:00,-2.33059,-23.53419,-0.59411,-26.45889
2021-01-10 18:00:00,2021-01-10 19:00:00,-3.48255,-25.01434,-4.93167,-33.42856
2021-01-10 19:00:00,2021-01-10 20:00:00,-3.48601,-25.28294,-4.94993,-33.71888
2021-01-10 20:00:00,2021-01-10 21:00:00,-3.50508,-25.2009,-4.94357,-33.64955
2021-01-10 21:00:00,2021-01-10 22:00:00,-3.5417,-24.99473,-4.96453,-33.50096
2021-01-10 22:00:00,2021-01-10 23:00:00,-3.52886,-25.48094,-4.96162,-33.97142
2021-01-10 23:00:00,2021-01-11 00:00:00,-3.53789,-25.25271,-4.98016,-33.77076
2021-01-11 00:00:00,2021-01-11 01:00:00,-3.54582,-25.65901,-4.9898,-34.19463
2021-01-11 01:00:00,2021-01-11 02:00:00,-3.5529,-25.52914,-4.98216,-34.0642
2021-01-11 02:00:00,2021-01-11 03:00:00,-3.57389,-25.87657,-5.97102,-35.42148
2021-01-11 03:00:00,2021-01-11 04:00:00,-3.57558,-27.46983,-5.10682,-36.15223
2021-01-11 04:00:00,2021-01-11 05:00:00,-3.59001,-27.88751,-5.05537,-36.53289
2021-01-11 05:00:00,2021-01-11 06:00:00,-3.55449,-28.38273,-5.01909,-36.95631
2021-01-11 06:00:00,2021-01-11 07:00:00,-3.63275,-17.6607,-5.06048,-26.35393
2021-01-11 07:00:00,2021-01-11 08:00:00,80.77191,1073.77325,93.55213,1248.09729
2021-01-11 08:00:00,2021-01-11 09:00:00,537.76115,3912.5579,621.12098,5071.44003
2021-01-11 09:00:00,2021-01-11 10:00:00,823.17076,5234.14662,1078.93377,7136.25115
2021-01-11 10:00:00,2021-01-11 11:00:00,819.10076,5374.47257,1236.2731,7429.84643
2021-01-11 11:00:00,2021-01-11 12:00:00,872.17997,5452.60774,1317.84803,7642.63574
2021-01-11 12:00:00,2021-01-11 13:00:00,864.35028,5453.6912,1323.30604,7641.34752
2021-01-11 13:00:00,2021-01-11 14:00:00,729.76833,5419.68387,1316.10758,7465.55978
2021-01-11 14:00:00,2021-01-11 15:00:00,859.0867,4942.90976,1175.43419,6977.43065
2021-01-11 15:00:00,2021-01-11 16:00:00,677.371,3428.90121,764.88461,4871.15682
2021-01-11 16:00:00,2021-01-11 17:00:00,160.33557,620.17443,229.27777,1009.78777
2021-01-11 17:00:00,2021-01-11 18:00:00,-3.90021,-17.65056,10.50934,-11.04143
2021-01-11 18:00:00,2021-01-11 19:00:00,-3.74979,-18.82988,10.05397,-12.52570
2021-01-11 19:00:00,2021-01-11 20:00:00,-3.77051,-18.23436,10.05009,-11.95478
2021-01-11 20:00:00,2021-01-11 21:00:00,-3.78505,-18.6499,10.0671,-12.36785
2021-01-11 21:00:00,2021-01-11 22:00:00,-3.77337,-18.37357,10.04054,-12.10640
2021-01-11 22:00:00,2021-01-11 23:00:00,-3.80789,-18.57787,10.04895,-12.33681
2021-01-11 23:00:00,2021-01-12 00:00:00,-3.78769,-23.14523,7.30605,-19.62687
2021-01-12 00:00:00,2021-01-12 01:00:00,-3.8096,-24.84976,-4.05495,-32.71431
2021-01-12 01:00:00,2021-01-12 02:00:00,-3.81348,-25.34309,-4.07321,-33.22978
2021-01-12 02:00:00,2021-01-12 03:00:00,-3.85787,-25.39476,-4.9615,-34.21413
2021-01-12 03:00:00,2021-01-12 04:00:00,-3.87039,-27.14022,-4.16345,-35.17406
2021-01-12 04:00:00,2021-01-12 05:00:00,-3.83276,-27.57345,-4.12958,-35.53579
2021-01-12 05:00:00,2021-01-12 06:00:00,-3.80701,-27.90897,-4.10496,-35.82094
2021-01-12 06:00:00,2021-01-12 07:00:00,-3.92228,-18.48384,-4.13113,-26.53725
2021-01-12 07:00:00,2021-01-12 08:00:00,32.10855,1038.88319,80.96908,1151.96082
2021-01-12 08:00:00,2021-01-12 09:00:00,202.47344,4001.22835,480.39028,4684.09207
2021-01-12 09:00:00,2021-01-12 10:00:00,289.85848,5340.3444,724.24021,6354.44309
2021-01-12 10:00:00,2021-01-12 11:00:00,463.28013,5338.30493,573.9599,6375.54496
2021-01-12 11:00:00,2021-01-12 12:00:00,464.71594,4713.18442,761.33859,5939.23895
2021-01-12 12:00:00,2021-01-12 13:00:00,508.29775,4722.93976,579.63896,5810.87647
2021-01-12 13:00:00,2021-01-12 14:00:00,459.73592,3297.0165,473.90472,4230.65714
2021-01-12 14:00:00,2021-01-12 15:00:00,499.03955,2519.02521,397.10896,3415.17372
2021-01-12 15:00:00,2021-01-12 16:00:00,374.04505,1786.62108,586.79211,2747.45824
2021-01-12 16:00:00,2021-01-12 17:00:00,85.35767,370.5873,171.85012,627.79509
2021-01-12 17:00:00,2021-01-12 18:00:00,-3.12435,16.71895,-1.77432,11.82028
2021-01-12 18:00:00,2021-01-12 19:00:00,-3.01645,18.34725,-4.01372,11.31708
