timestamp_begin_pt,timestamp_end_pt,NP15,SP15,System Total
2021-01-10 08:00:00,2021-01-10 09:00:00,41.51091,163.22785,204.73876
2021-01-10 09:00:00,2021-01-10 10:00:00,57.3637,150.08385,207.44755
2021-01-10 10:00:00,2021-01-10 11:00:00,21.56257,149.23319,170.79576
2021-01-10 11:00:00,2021-01-10 12:00:00,-6.28127,83.33864,77.05737
2021-01-10 12:00:00,2021-01-10 13:00:00,2.83485,68.65385,71.48870
2021-01-10 13:00:00,2021-01-10 14:00:00,9.99999,70.26038,80.26037
2021-01-10 14:00:00,2021-01-10 15:00:00,15.55645,35.04831,50.60476
2021-01-10 15:00:00,2021-01-10 16:00:00,10.46797,18.24221,28.71018
2021-01-10 16:00:00,2021-01-10 17:00:00,-2.83599,87.45663,84.62064
2021-01-10 17:00:00,2021-01-10 18:00:00,6.1619,248.02451,254.18641
2021-01-10 18:00:00,2021-01-10 19:00:00,7.75675,538.44594,546.20269
2021-01-10 19:00:00,2021-01-10 20:00:00,14.71549,462.34101,477.05650
2021-01-10 20:00:00,2021-01-10 21:00:00,18.85792,366.14822,385.00614
2021-01-10 21:00:00,2021-01-10 22:00:00,17.50172,174.46688,191.96860
2021-01-10 22:00:00,2021-01-10 23:00:00,19.32991,53.8007,73.13061
2021-01-10 23:00:00,2021-01-11 00:00:00,0.80705,18.44204,19.24909
2021-01-11 00:00:00,2021-01-11 01:00:00,-3.22232,71.60849,68.38617
2021-01-11 01:00:00,2021-01-11 02:00:00,-2.13033,86.82181,84.69148
2021-01-11 02:00:00,2021-01-11 03:00:00,-6.25675,115.99964,109.74289
2021-01-11 03:00:00,2021-01-11 04:00:00,-6.61582,170.42573,163.80991
2021-01-11 04:00:00,2021-01-11 05:00:00,-4.22997,193.82564,189.59567
2021-01-11 05:00:00,2021-01-11 06:00:00,1.64655,207.12881,208.77536
2021-01-11 06:00:00,2021-01-11 07:00:00,14.13191,244.0535,258.18541
2021-01-11 07:00:00,2021-01-11 08:00:00,15.4803,203.91292,219.39322
2021-01-11 08:00:00,2021-01-11 09:00:00,15.36831,150.37869,165.74700
2021-01-11 09:00:00,2021-01-11 10:00:00,4.40981,91.61395,96.02376
2021-01-11 10:00:00,2021-01-11 11:00:00,10.1363,114.73174,124.86804
2021-01-11 11:00:00,2021-01-11 12:00:00,69.86812,228.55993,298.42805
2021-01-11 12:00:00,2021-01-11 13:00:00,27.68817,271.46044,299.14861
2021-01-11 13:00:00,2021-01-11 14:00:00,14.69923,240.80597,255.50520
2021-01-11 14:00:00,2021-01-11 15:00:00,3.93753,178.3148,182.25233
2021-01-11 15:00:00,2021-01-11 16:00:00,24.76703,143.07463,167.84166
2021-01-11 16:00:00,2021-01-11 17:00:00,37.73247,122.7705,160.50297
2021-01-11 17:00:00,2021-01-11 18:00:00,40.95794,103.58195,144.53989
2021-01-11 18:00:00,2021-01-11 19:00:00,52.5838,149.66577,202.24957
2021-01-11 19:00:00,2021-01-11 20:00:00,70.23551,180.75028,250.98579
2021-01-11 20:00:00,2021-01-11 21:00:00,55.04513,232.19207,287.23720
2021-01-11 21:00:00,2021-01-11 22:00:00,66.31662,220.05866,286.37528
2021-01-11 22:00:00,2021-01-11 23:00:00,75.7899,206.61542,282.40532
2021-01-11 23:00:00,2021-01-12 00:00:00,84.04005,180.71248,264.75253
2021-01-12 00:00:00,2021-01-12 01:00:00,91.2864,113.60304,204.88944
2021-01-12 01:00:00,2021-01-12 02:00:00,88.59685,124.64812,213.24497
2021-01-12 02:00:00,2021-01-12 03:00:00,83.88851,108.87507,192.76358
2021-01-12 03:00:00,2021-01-12 04:00:00,85.37986,104.10374,189.48360
2021-01-12 04:00:00,2021-01-12 05:00:00,86.42484,75.05473,161.47957
2021-01-12 05:00:00,2021-01-12 06:00:00,79.95629,61.72433,141.68062
2021-01-12 06:00:00,2021-01-12 07:00:00,87.71267,48.08496,135.79763
2021-01-12 07:00:00,2021-01-12 08:00:00,83.74523,53.41522,137.16045
2021-01-12 08:00:00,2021-01-12 09:00:00,84.0815,51.0843,135.1658
2021-01-12 09:00:00,2021-01-12 10:00:00,86.23574,78.59768,164.83342
2021-01-12 10:00:00,2021-01-12 11:00:00,68.79762,81.48748,150.28510
2021-01-12 11:00:00,2021-01-12 12:00:00,85.76701,80.1067,165.87371
2021-01-12 12:00:00,2021-01-12 13:00:00,82.71536,61.58601,144.30137
2021-01-12 13:00:00,2021-01-12 14:00:00,86.64424,47.58612,134.23036
2021-01-12 14:00:00,2021-01-12 15:00:00,87.33289,40.85062,128.18351
2021-01-12 15:00:00,2021-01-12 16:00:00,78.09232,36.55559,114.64791
2021-01-12 16:00:00,2021-01-12 17:00:00,55.42802,30.52671,85.95473
2021-01-12 17:00:00,2021-01-12 18:00:00,44.70233,22.91952,67.62185
2021-01-12 18:00:00,2021-01-12 19:00:00,74.6564,59.32004,133.97644
2021-01-12 19:00:00,2021-01-12 20:00:00,70.82241,117.424,188.24641
2021-01-12 20:00:00,2021-01-12 21:00:00,63.84545,189.2947,253.14015
2021-01-12 21:00:00,2021-01-12 22:00:00,88.66649,420.28352,508.95001
2021-01-12 22:00:00,2021-01-12 23:00:00,99.58215,630.08157,729.66372
2021-01-12 23:00:00,2021-01-13 00:00:00,124.81759,515.52649,640.34408
2021-01-13 00:00:00,2021-01-13 01:00:00,157.68314,289.52355,447.20669
2021-01-13 01:00:00,2021-01-13 02:00:00,144.72405,85.63528,230.35933
2021-01-13 02:00:00,2021-01-13 03:00:00,173.31518,76.90148,250.21666
2021-01-13 03:00:00,2021-01-13 04:00:00,146.97913,68.92315,215.90228
2021-01-13 04:00:00,2021-01-13 05:00:00,129.19025,81.07036,210.26061
2021-01-13 05:00:00,2021-01-13 06:00:00,150.4126,111.8696,262.2822
2021-01-13 06:00:00,2021-01-13 07:00:00,164.60751,206.51334,371.12085
2021-01-13 07:00:00,2021-01-13 08:00:00,212.42997,358.59462,571.02459
2021-01-13 08:00:00,2021-01-13 09:00:00,168.53289,182.65535,351.18824
2021-01-13 09:00:00,2021-01-13 10:00:00,122.08294,105.01426,227.09720
2021-01-13 10:00:00,2021-01-13 11:00:00,52.5972,104.15944,156.75664
2021-01-13 11:00:00,2021-01-13 12:00:00,31.92343,89.59506,121.51849
2021-01-13 12:00:00,2021-01-13 13:00:00,17.22178,85.13783,102.35961
2021-01-13 13:00:00,2021-01-13 14:00:00,31.03418,147.08146,178.11564
2021-01-13 14:00:00,2021-01-13 15:00:00,33.34228,274.05127,307.39355
2021-01-13 15:00:00,2021-01-13 16:00:00,78.22425,667.34451,745.56876
2021-01-13 16:00:00,2021-01-13 17:00:00,87.97464,1008.97377,1096.94841
2021-01-13 17:00:00,2021-01-13 18:00:00,43.33109,1173.43204,1216.76313
2021-01-13 18:00:00,2021-01-13 19:00:00,187.71638,860.54439,1048.26077
2021-01-13 19:00:00,2021-01-13 20:00:00,357.44102,851.65624,1209.09726
2021-01-13 20:00:00,2021-01-13 21:00:00,457.45102,966.28709,1423.73811
2021-01-13 21:00:00,2021-01-13 22:00:00,430.30383,1140.03978,1570.34361
2021-01-13 22:00:00,2021-01-13 23:00:00,383.65929,822.54357,1206.20286
2021-01-13 23:00:00,2021-01-14 00:00:00,376.28944,634.00954,1010.29898
2021-01-14 00:00:00,2021-01-14 01:00:00,279.2792,553.27991,832.55911
2021-01-14 01:00:00,2021-01-14 02:00:00,277.73616,371.69975,649.43591
2021-01-14 02:00:00,2021-01-14 03:00:00,271.17397,180.00431,451.17828
2021-01-14 03:00:00,2021-01-14 04:00:00,69.33243,136.50203,205.83446
2021-01-14 04:00:00,2021-01-14 05:00:00,29.92179,130.12113,160.04292
2021-01-14 05:00:00,2021-01-14 06:00:00,58.62194,153.56919,212.19113
2021-01-14 06:00:00,2021-01-14 07:00:00,38.20388,134.27663,172.48051
2021-01-14 07:00:00,2021-01-14 08:00:00,58.48168,151.03478,209.51646
2021-01-14 08:00:00,2021-01-14 09:00:00,66.51074,264.49739,331.00813
2021-01-14 09:00:00,2021-01-14 10:00:00,52.93375,243.44147,296.37522
2021-01-14 10:00:00,2021-01-14 11:00:00,57.8731,289.85148,347.72458
2021-01-14 11:00:00,2021-01-14 12:00:00,39.428,323.77778,363.20578
2021-01-14 12:00:00,2021-01-14 13:00:00,40.17053,309.72086,349.89139
2021-01-14 13:00:00,2021-01-14 14:00:00,35.63066,310.40546,346.03612
2021-01-14 14:00:00,2021-01-14 15:00:00,16.4811,336.54804,353.02914
2021-01-14 15:00:00,2021-01-14 16:00:00,9.38313,312.10271,321.48584
2021-01-14 16:00:00,2021-01-14 17:00:00,-0.04795,303.60212,303.55417
2021-01-14 17:00:00,2021-01-14 18:00:00,-1.27167,307.51617,306.24450
2021-01-14 18:00:00,2021-01-14 19:00:00,-4.02997,280.06011,276.03014
2021-01-14 19:00:00,2021-01-14 20:00:00,-2.38715,324.23595,321.84880
2021-01-14 20:00:00,2021-01-14 21:00:00,-5.66217,354.29395,348.63178
2021-01-14 21:00:00,2021-01-14 22:00:00,-5.4622,307.95575,302.49355
2021-01-14 22:00:00,2021-01-14 23:00:00,-4.15649,417.62796,413.47147
2021-01-14 23:00:00,2021-01-15 00:00:00,5.23591,476.43213,481.66804
